full_name,gender,certainty
Dorota Kobiela,f,0.99
Doug Atchison,m,1.0
Doug Ellin,m,1.0
Doug Jung,m,1.0
Doug Langdale,m,1.0
Doug Liman,m,1.0
Doug Miro,m,1.0
Doug Sweetland,m,1.0
Dougie Brimson,m,0.99
Douglas Adams,m,1.0
Douglas Booth,m,1.0
Douglas Cook,m,1.0
Douglas J. Eboch,m,1.0
Douglas McGrath,m,1.0
Douglas Schwartz,m,1.0
Douglas Silva,m,1.0
Douglas Smith,m,1.0
Dougray Scott,u,0.0
Dove Sussman,m,0.5
Dr. Seuss,u,0.0
Drago Sumonja,m,0.98
Dragos Bucur,m,0.98
Drake Bell,m,0.99
Drake Doremus,m,0.99
Drake Sather,m,0.99
Drew Barrymore,m,0.96
Drew Dowdle,m,0.96
Drew Goddard,m,0.96
Drew Pearce,m,0.96
Du Lu Wang,m,0.87
Duane Adler,m,1.0
Duke Johnson,m,0.98
Duncan Jones,m,1.0
Duncan Tucker,m,1.0
Dustin Hoffman,m,1.0
Dustin Lance Black,m,1.0
Dustin Lee Abraham,m,1.0
Dwain Worrell,m,1.0
Dwayne Johnson,m,1.0
Dwight H. Little,m,1.0
Dwight Henry,m,1.0
Dyan Sheldon,f,0.74
Dylan Baker,m,0.99
Dylan Haggerty,m,0.99
Dylan McDermott,m,0.99
Dylan Minnette,m,0.99
Dylan Moran,m,0.99
Dylan O'Brien,m,0.99
Dylan Schombing,m,0.99
Déborah François,f,0.99
E. Max Frye,m,0.65
E. Randol Schoenberg,m,0.65
E.L. James,f,0.5
E.L. Katz,f,0.5
E.T.A. Hoffmann,u,0.0
Earl E. Smith,m,0.99
Earl Richey Jones,m,0.99
Ebru Ceylan,f,0.98
Ed Bye,m,0.99
Ed Decter,m,0.99
Ed Gass-Donnelly,m,0.99
Ed Harris,m,0.99
Ed Helms,m,0.99
Ed Oxenbould,m,0.99
Ed Skrein,m,0.99
Ed Solomon,m,0.99
Ed Speleers,m,0.99
Ed Yeager,m,0.99
Eddie Baroo,m,0.98
Eddie Campbell,m,0.98
Eddie Gonzalez,m,0.98
Eddie Griffin,m,0.98
Eddie Guzelian,m,0.98
Eddie Marsan,m,0.98
Eddie Murphy,m,0.98
Eddie Redmayne,m,0.98
Eddie Ritchard,m,0.98
Edgar Ramírez,m,1.0
Edgar Wright,m,1.0
Edie Falco,f,0.91
Edith Scob,f,0.99
Edmond Wong,m,0.99
Edmonde Charles-Roux,f,0.96
Edmund H. North,m,1.0
Edmund Lupinski,m,1.0
Edoardo Albinati,m,1.0
Edouard Baer,m,0.99
Eduardo Antuña,m,1.0
Eduardo Noriega,m,1.0
Eduardo Sacheri,m,1.0
Edward Asner,m,1.0
Edward Burns,m,1.0
Edward Cannon,m,1.0
Edward Hibbert,m,1.0
Edward Holcroft,m,1.0
Edward Kitsis,m,1.0
Edward Neumeier,m,1.0
Edward Norton,m,1.0
Edward Yang,m,1.0
Edward Zwick,m,1.0
Eero Milonoff,m,1.0
Efthymis Filippou,m,1.0
Ehren Kruger,m,0.92
Eileen Chang,f,1.0
Eileen Davies,f,1.0
Eili Harboe,f,0.65
Eilidh Rankin,f,1.0
Eilis Kirwan,f,0.99
Eion Bailey,m,0.96
Elaine Goldsmith-Thomas,f,1.0
Elan Mastai,m,0.75
Eleanor Catton,f,1.0
Eleanor Tomlinson,f,1.0
Eleanor Wyld,f,1.0
Elena Anaya,f,0.99
Elena Ballesteros,f,0.99
Elena Soarez,f,0.99
Elfriede Jelinek,f,0.99
Eli Craig,m,0.61
Eli Roth,m,0.61
Elias Koteas,m,0.99
Elias Schwarz,m,0.99
Elijah Wood,m,0.99
Eliot Laurence,m,0.97
Elisa Bell,f,0.99
Elisabeth Harnois,f,1.0
Elisabeth Moss,f,1.0
Elisabeth Shue,f,1.0
Elisha Ali,f,0.55
Elisha Cuthbert,f,0.55
Elissa Knight,f,0.99
Eliza Dushku,f,0.99
Eliza Hittman,f,0.99
Elizabeth Allen Rosenbaum,f,1.0
Elizabeth Banks,f,1.0
Elizabeth Berger,f,1.0
Elizabeth Berrington,f,1.0
Elizabeth Chandler,f,1.0
Elizabeth Daily,f,1.0
Elizabeth Debicki,f,1.0
Elizabeth Hunter,f,1.0
Elizabeth Keener,f,1.0
Elizabeth Meriwether,f,1.0
Elizabeth Mitchell,f,1.0
Elizabeth Olsen,f,1.0
Elizabeth Perkins,f,1.0
Elizabeth Reaser,f,1.0
Elizabeth Wurtzel,f,1.0
Elizabeth Young,f,1.0
Ella Rumpf,f,0.99
Ellar Coltrane,f,0.94
Elle Fanning,f,0.96
Ellen Burstyn,f,1.0
Ellen DeGeneres,f,1.0
Ellen Furman,f,1.0
Ellen Page,f,1.0
Elliot Cowan,m,0.98
Elliot Tiber,m,0.98
Elmore Leonard,m,0.97
Elodie Yung,f,0.99
Elsie Fisher,f,0.99
Elyas M'Barek,m,0.97
Elyes Gabel,m,0.98
Eléonore Pourriat,f,0.99
Embeth Davidtz,f,1.0
Emi Mochizuki,f,0.82
Emi Takei,f,0.82
Emil Stern,m,0.99
Emile Hirsch,m,0.94
Emilia Fox,f,0.99
Emilio Echevarría,m,0.99
Emilio Estevez,m,0.99
Emilio Martínez Lázaro,m,0.99
Emilio Rivera,m,0.99
Emily Baldoni,f,1.0
Emily Blunt,f,1.0
Emily Browning,f,1.0
Emily Carmichael,f,1.0
Emily Deschanel,f,1.0
Emily Fox,f,1.0
Emily Halpern,f,1.0
Emily Hampshire,f,1.0
Emily Meyer,f,1.0
Emily Mortimer,f,1.0
Emily Perkins,f,1.0
Emily Spivey,f,1.0
Emily V. Gordon,f,1.0
Emily Young,f,1.0
Eminem,m,0.9
Emjay Anthony,m,0.63
Emma Bell,f,0.97
Emma Campbell,f,0.97
Emma Caulfield Ford,f,0.97
Emma Donoghue,f,0.97
Emma Jensen,f,0.97
Emma McLaughlin,f,0.97
Emma Roberts,f,0.97
Emma Shorey,f,0.97
Emma Stone,f,0.97
Emma Suárez,f,0.97
Emma Thompson,f,0.97
Emma Watson,f,0.97
Emmanuel Affadzi,m,0.99
Emmanuel Benbihy,m,0.99
Emmanuel Garijo,m,0.99
Emmanuelle Bercot,f,0.98
Emmanuelle Chriqui,f,0.98
Emmanuelle Devos,f,0.98
Emmanuelle Seigner,f,0.98
Emmanuèle Bernheim,f,1.0
Emmy Rossum,f,0.84
Emory Cohen,m,0.83
Enda Walsh,f,0.63
Enki Bilal,m,0.68
Enzo Cilenti,m,0.99
Eoin Colfer,m,1.0
Eoin Macken,m,1.0
Eran Creevy,m,0.97
Eran Kolirin,m,0.97
Ercan Kesal,m,0.98
Eric Aronson,m,1.0
Eric Balfour,m,1.0
Eric Bana,m,1.0
Eric Bauza,m,1.0
Eric Bernt,m,1.0
Eric Bress,m,1.0
Eric Brevig,m,1.0
Eric Cantona,m,1.0
Eric Carte,m,1.0
Eric Christian Olsen,m,1.0
Eric Darnell,m,1.0
Eric Deulen,m,1.0
Eric England,m,1.0
Eric Garcia,m,1.0
Eric Gruendemann,m,1.0
Eric Guggenheim,m,1.0
Eric Haberman,m,1.0
Eric Heisserer,m,1.0
Eric James Virgets,m,1.0
Eric Kripke,m,1.0
Eric Leighton,m,1.0
Eric MacLennan,m,1.0
Eric Pearson,m,1.0
Eric Roth,m,1.0
Eric Schlosser,m,1.0
Eric Siegel,m,1.0
Eric Stonestreet,m,1.0
Eric Summer,m,1.0
Eric Sykes,m,1.0
Eric Wald,m,1.0
Eric Warren Singer,m,1.0
Erica Li,f,1.0
Erica Rivinoja,f,1.0
Erica Yates,f,1.0
Erich Hoeber,m,0.99
Ericson Core,m,0.99
Erik Canuel,m,0.99
Erik Per Sullivan,m,0.99
Erik Skjoldbjærg,m,0.99
Erik Sommers,m,0.99
Erika Bók,f,1.0
Erika Christensen,f,1.0
Erin Bethea,f,0.99
Erin Cardillo,f,0.99
Erin Cressida Wilson,f,0.99
Erin Cummings,f,0.99
Erin Kelly,f,0.99
Erin Simms,f,0.99
Ernest Cline,m,0.99
Ernest R. May,m,0.99
Ernest Riera,m,0.99
Ernest Shepard,m,0.99
Ernestine Gilbreth Carey,f,0.99
Ernesto 'Che' Guevara,m,1.0
Ernie Barbarash,m,0.88
Ernst Umhauer,m,1.0
Eron Sheean,m,0.91
Eskil Vogt,m,0.99
Espen Sandberg,m,1.0
Essie Davis,f,0.93
Etan Cohen,m,0.96
Etgar Keret,m,0.92
Ethan Coen,m,0.99
Ethan Embry,m,0.99
Ethan Gross,m,0.99
Ethan Hawke,m,0.99
Ethan Maniquis,m,0.99
Etienne Comar,m,0.98
Eugene Levy,m,0.99
Eugenio Derbez,m,1.0
Eun-Jeong Kim,f,0.94
Eun-kyo Park,f,1.0
Eunice Cho,f,0.99
Eva Bourne,f,0.99
Eva Green,f,0.99
Eva Longoria,f,0.99
Eva Melander,f,0.99
Eva Mendes,f,0.99
Evan Daugherty,m,0.98
Evan Goldberg,m,0.98
Evan McGuire,m,0.98
Evan Rachel Wood,m,0.98
Evan Spiliotopoulos,m,0.98
Evan Susser,m,0.98
Evangeline Lilly,f,1.0
Eve Ahlert,f,0.98
Evelyne de la Chenelière,f,0.99
Everlyn Sampi,f,0.99
Evgenia Peretz,f,0.99
Evgeniy Tsyganov,m,0.98
Ewan Leslie,m,0.98
Ewan McGregor,m,0.98
Ezra Godden,m,0.84
F. Gary Gray,m,0.77
F. Javier Gutiérrez,m,0.77
F. Murray Abraham,m,0.77
F. Scott Frazier,m,0.77
F.X. Toole,m,1.0
Fabio Audi,m,1.0
Fabián Bielinsky,m,0.99
Fabrice Luchini,m,0.99
Fabrice Ziolkowski,m,0.99
Fabrizio Rongione,m,1.0
Faisa Hassan,f,0.8
Falk Hentschel,m,0.97
Fanny Ardant,f,0.99
Farhad Safinia,m,0.98
Farhan Akhtar,m,0.98
Farrah Mackenzie,f,0.99
Fatih Akin,m,0.99
Fatima Sana Shaikh,f,0.97
Fayssal Bazzi,m,0.98
Fede Alvarez,m,0.65
Federico D'Alessandro,m,1.0
Fedor Bondarchuk,m,0.99
Felicity Huffman,f,0.99
Felicity Jones,f,0.99
Felicity Mason,f,0.99
Felipe Braga,m,1.0
Felix Chong,m,0.99
Felix Herngren,m,0.99
Felix van Groeningen,m,0.99
Feng Li,m,0.92
Ferdia Walsh-Peelo,m,0.97
Fergal Reilly,m,0.99
Fernanda Andrade,f,0.99
Fernando Cayo,m,1.0
Fernando Coimbra,m,1.0
Fernando León de Aranoa,m,1.0
Fernando Meirelles,m,1.0
Fernando Navarro,m,1.0
Fernley Phillips,m,0.97
Ferran Terraza,m,0.99
Ferzan Ozpetek,m,0.63
Fina Torres,f,0.99
Finn Gjerdrum,m,0.99
Fiona Dourif,f,1.0
Fiona Glascott,f,1.0
Fiona Shaw,f,1.0
Fionn O'Shea,m,0.93
Fionn Whitehead,m,0.93
Fionnula Flanagan,f,1.0
Fisayo Akinade,f,0.55
Flavio Parenti,m,1.0
Florence Pugh,f,0.99
Floria Sigismondi,f,0.96
Florian Eder,m,1.0
Florian Gallenberger,m,1.0
Florian Henckel von Donnersmarck,m,1.0
Forest Whitaker,m,0.86
Fran Walsh,m,0.81
Frances Mayes,f,0.99
Frances McDormand,f,0.99
Frances O'Connor,f,0.99
Francesc Albiol,m,0.98
Francesc Garrido,m,0.98
Francesco Piccolo,m,1.0
Francine McDougall,f,0.99
Francis Lawrence,m,0.88
Francis Lee,m,0.88
Francisco Rabal,m,1.0
Franck Khalfoun,m,0.99
Frank Abagnale Jr.,m,1.0
Frank Aldridge,m,1.0
Frank B. Gilbreth Jr.,m,1.0
Frank Baldwin,m,1.0
Frank Coraci,m,1.0
Frank Cottrell Boyce,m,1.0
Frank Darabont,m,1.0
Frank Grillo,m,1.0
Frank Langella,m,1.0
Frank Madigan,m,1.0
Frank Marshall,m,1.0
Frank Miller,m,1.0
Frank Oz,m,1.0
Frank Spotnitz,m,1.0
Franka Potente,f,0.98
Frankie Muniz,m,0.82
Frant Gwo,m,0.86
Franz-Olivier Giesbert,m,1.0
François Boulay,m,0.99
François Civil,m,0.99
François Cluzet,m,0.99
François Ozon,m,0.99
François Simard,m,0.99
Fred Breinersdorfer,m,0.98
Fred Cavayé,m,0.98
Fred Dekker,m,0.98
Fred Wolf,m,0.98
Freddie Highmore,m,0.95
Freddie Prinze Jr.,m,0.95
Freddy Rodríguez,m,0.99
Frederick Lau,m,1.0
Frederick Schmidt,m,1.0
Frederik Du Chau,m,1.0
Fredrik Bond,m,1.0
Freedom Writers,m,0.8
Fritz Böhm,m,0.99
Fruit Chan,f,0.51
Frédéric Auburtin,m,1.0
Fumihiko Takayama,m,0.99
Fyodor Dostoevsky,m,0.99
G.W. Bailey,m,1.0
Gabe Ibáñez,m,0.99
Gabe Sachs,m,0.99
Gabor Csupo,m,0.98
Gabourey Sidibe,f,1.0
Gabriel Basso,m,0.99
Gabriel Bateman,m,0.99
Gabriel Byrne,m,0.99
Gabriel Casseus,m,0.99
Gabriel Cowan,m,0.99
Gabriel Macht,m,0.99
Gabriela Cowperthwaite,f,1.0
Gabriele Mainetti,m,0.86
Gabriele Muccino,m,0.86
Gabriele Salvatores,m,0.86
Gabriella Belisario,f,1.0
Gabriella Prekop,f,1.0
Gabriella Wilde,f,1.0
Gabrielle Allan,f,0.99
Gabrielle Vincent,f,0.99
Gabrielle Zevin,f,0.99
Gaby Chiappe,f,0.83
Gadi Harel,m,0.83
Gael García Bernal,m,0.94
Gage Lansky,m,0.99
Gaia Weiss,f,0.99
Gail Mancuso,f,0.98
Gail Parent,f,0.98
Gal Gadot,m,0.63
Galder Gaztelu-Urrutia,m,0.99
Galen T. Chu,m,0.94
Galt Niederhoffer,m,0.79
Garance Marillier,f,0.98
Gareth Carrivick,m,1.0
Gareth Edwards,m,1.0
Gareth Evans,m,1.0
Garon Tsuchiya,m,0.98
Garrard Conley,m,1.0
Garret Dillahunt,m,1.0
Garret Shanley,m,1.0
Garrett Clayton,m,1.0
Garrett Hedlund,m,1.0
Garrett Lerner,m,1.0
Garrison Keillor,m,0.99
Garry Marshall,m,1.0
Garry Shandling,m,1.0
Garth Davis,m,1.0
Garth Ennis,m,1.0
Garth Jennings,m,1.0
Garth Stein,m,1.0
Gary Chapman,m,1.0
Gary Dauberman,m,1.0
Gary David Goldberg,m,1.0
Gary Eck,m,1.0
Gary Fleder,m,1.0
Gary Goldman,m,1.0
Gary Hawkins,m,1.0
Gary M. Goodman,m,1.0
Gary McKendry,m,1.0
Gary Oldman,m,1.0
Gary Owen,m,1.0
Gary Ross,m,1.0
Gary Scott Thompson,m,1.0
Gary Shore,m,1.0
Gary Sinise,m,1.0
Gary Spinelli,m,1.0
Gary Stephen Ross,m,1.0
Gary Stretch,m,1.0
Gary Trousdale,m,1.0
Gary Whitta,m,1.0
Gary Winick,m,1.0
Gary Young,m,1.0
Gaspar Noé,m,0.98
Gaspard Schlatter,m,0.98
Gaspard Ulliel,m,0.98
Gaston Leroux,m,0.99
Gattlin Griffith,m,1.0
Gaurav Solanki,m,1.0
Gauri Shinde,f,0.95
Gavin Heffernan,m,1.0
Gavin Hood,m,1.0
Gavin O'Connor,m,1.0
Gavin Scott,m,1.0
Gavin Wiesen,m,1.0
Gayatri Joshi,f,1.0
Gayle Forman,f,0.97
Geling Yan,f,0.6
Gemma Arterton,f,1.0
Gemma Chan,f,1.0
Gemma Jones,f,1.0
Gemma Whelan,f,1.0
Gena Rowlands,f,0.84
Gene Brewer,m,0.82
Gene Colan,m,0.82
Gene Hackman,m,0.82
Gene Roddenberry,m,0.82
Gene Stupnitsky,m,0.82
Geneva Robertson-Dworet,f,0.99
Genndy Tartakovsky,m,0.8
Geoff Deane,m,1.0
Geoff LaTulippe,m,1.0
Geoff Moore,m,1.0
Geoff Rodkey,m,1.0
Geoffrey Fletcher,m,1.0
Geoffrey Rush,m,1.0
Geoffrey Sax,m,1.0
Geoffrey Tock,m,1.0
Geoffrey Wright,m,1.0
George A. Romero,m,0.99
George Ashiotis,m,0.99
George Babluani,m,0.99
George C. Wolfe,m,0.99
George Clayton Johnson,m,0.99
George Clooney,m,0.99
George Crile,m,0.99
George Gallo,m,0.99
George Gatins,m,0.99
George Hickenlooper,m,0.99
George Lucas,m,0.99
George MacKay,m,0.99
George Michael,m,0.99
George Miller,m,0.99
George Nolfi,m,0.99
George Northy,m,0.99
George Tillman Jr.,m,0.99
George V. Higgins,m,0.99
George Webster,m,0.99
George Wing,m,0.99
Georgia Groome,f,0.99
Georgie Henley,f,0.77
Geraint Wyn Davies,m,1.0
Gerald Clarke,m,1.0
Gerald McMorrow,m,1.0
Geraldine Brophy,f,0.99
Geraldine McEwan,f,0.99
Gerard Butler,m,0.99
Gerard Johnstone,m,0.99
Gerard McMurray,m,0.99
Gerard Soeteman,m,0.99
Gerard Stembridge,m,0.99
Germano Zullo,m,0.99
Germán Servidio,m,1.0
Gerry Anderson,m,0.88
Gerry Swallow,m,0.88
Ghalya Lacroix,f,0.96
Ghilherme Lobo,m,1.0
Gia Coppola,f,0.82
Gian Keys,m,0.99
Gideon Defoe,m,0.99
Gil Birmingham,m,0.96
Gil Kenan,m,0.96
Gilbert Adair,m,0.99
Giles New,m,0.99
Gilles Paquet-Brenner,m,0.99
Gillian Anderson,f,0.99
Gillian Armstrong,f,0.99
Gillian Flynn,f,0.99
Gillian Jacobs,f,0.99
Gillian Robespierre,f,0.99
Gina Carano,f,0.99
Gina Philips,f,0.99
Gina Prince-Bythewood,f,0.99
Gina Rodriguez,f,0.99
Gina Torres,f,0.99
Gina Wendkos,f,0.99
Ginnifer Goodwin,f,0.99
Giordano Gederlini,m,0.99
Giorgi Nakashidze,m,0.96
Giovanni Boccaccio,m,0.99
Giovanni Ribisi,m,0.99
Giuseppe Sulfaro,m,0.99
Giuseppe Tornatore,m,0.99
Glen Hansard,m,0.94
Glen Morgan,m,0.94
Glen Powell,m,0.94
Glenn Berger,m,1.0
Glenn Close,m,1.0
Glenn Erland Tosterud,m,1.0
Glenn Ficarra,m,1.0
Glenn Gers,m,1.0
Glenn McQuaid,m,1.0
Glenn Standring,m,1.0
Glenndon Chatman,m,1.0
Goldie Hawn,f,0.91
Golshifteh Farahani,f,1.0
Gong Geer,m,0.7
Gonzalo López-Gallego,m,1.0
Goran Dukic,m,1.0
Goran Visnjic,m,1.0
Gordon Pinsent,m,1.0
Gore Verbinski,m,0.57
Gorô Miyazaki,m,0.96
Grace Stottor,f,0.99
Grace Van Patten,f,0.99
Gracy Singh,f,0.99
Graham Annable,m,1.0
Graham Gordy,m,1.0
Graham Greene,m,1.0
Graham Moore,m,1.0
Grant Bowler,m,1.0
Grant Heslov,m,1.0
Grant Nieporte,m,1.0
Grant Pierce Myers,m,1.0
Grant Sputore,m,1.0
Greg Berlanti,m,1.0
Greg Cipes,m,1.0
Greg Coolidge,m,1.0
Greg DePaul,m,1.0
Greg Glienna,m,1.0
Greg Kinnear,m,1.0
Greg Latter,m,1.0
Greg Marcks,m,1.0
Greg McLean,m,1.0
Greg Mottola,m,1.0
Greg Rucka,m,1.0
Greg Strause,m,1.0
Greg Tiernan,m,1.0
Gregg Araki,m,1.0
Gregg Bishop,m,1.0
Gregg Chabot,m,1.0
Gregg Sulkin,m,1.0
Gregor Jordan,m,1.0
Gregory Allen Howard,m,1.0
Gregory Burke,m,1.0
Gregory Hoblit,m,1.0
Gregory Jacobs,m,1.0
Gregory Jones,m,1.0
Gregory Nava,m,1.0
Gregory Weidman,m,1.0
Gren Wells,m,0.84
Greta Gerwig,f,0.99
Greyson Chadwick,m,0.99
Griffin Dunne,m,0.99
Griffin Gluck,m,0.99
Grigoriy Dobrygin,m,1.0
Grégory Levasseur,m,1.0
Grímur Hákonarson,m,1.0
Gugu Mbatha-Raw,f,0.83
Guillaume Canet,m,1.0
Guillaume Gallienne,m,1.0
Guillaume Laurant,m,1.0
Guillem Morales,m,1.0
Guillermo Amoedo,m,1.0
Guillermo Arriaga,m,1.0
Guillermo Ríos,m,1.0
Guillermo del Toro,m,1.0
Guinevere Turner,f,1.0
Guljit Bindra,m,0.75
Gurinder Chadha,m,0.95
Gus Van Sant,m,0.99
Gustaf Hammarsten,m,1.0
Gustavo Hernández,m,1.0
Gustin Nash,m,0.92
Guy Busick,m,0.99
Guy Ferland,m,0.99
Guy Hibbert,m,0.99
Guy Jenkin,m,0.99
Guy Laurent,m,0.99
Guy Pearce,m,0.99
Guy Ritchie,m,0.99
Guy Thomas,m,0.99
Gwendoline Christie,f,0.99
Gwyn Lurie,m,0.54
Gwyneth Paltrow,f,0.99
Gábor Czap,m,1.0
Géla Babluani,f,0.72
Géraldine Pailhas,f,0.99
Gérard Depardieu,m,0.99
Géza Morcsányi,m,1.0
Götz Spielmann,m,0.97
Günes Sensoy,f,0.7
Güven Kiraç,m,0.97
H.B. Halicki,m,0.86
H.G. Wells,m,1.0
H.P. Lovecraft,m,1.0
Ha-kyun Shin,u,0.0
Haaz Sleiman,m,0.66
Habib Faisal,m,0.96
Hadley Davis,f,0.52
Hafsteinn Gunnar Sigurðsson,m,1.0
Haifaa Al-Mansour,f,0.98
Hailee Steinfeld,f,0.99
Hajime Yatate,m,0.99
Hakim Faris,m,0.98
Hal B. Klein,m,0.96
Haley Bennett,f,1.0
Haley Joel Osment,f,1.0
Haley Lu Richardson,f,1.0
Halle Berry,f,0.95
Hallie Meyers-Shyer,f,0.98
Halsted Welles,m,1.0
Halston Sage,m,0.81
Hamish McColl,m,1.0
Hampton Fancher,m,0.89
Hamza Abu-Aiaash,m,0.97
Hana Sugisaki,f,0.97
Hanala Sagal,f,1.0
Hanif Kureishi,m,0.97
Hank Azaria,m,0.99
Hannah Shakespeare,f,1.0
Hanno Koffler,m,0.79
Hans Bauer,m,0.99
Hans Canosa,m,0.99
Hans Christian Andersen,m,0.99
Hans Gunnarsson,m,0.99
Hans Horn,m,0.99
Hans Ingemansson,m,0.99
Hans Petter Moland,m,0.99
Hans Weingartner,m,0.99
Hany Abu-Assad,m,0.96
Harald Kloser,m,1.0
Harald Rosenløw-Eeg,m,1.0
Harald Zwart,m,1.0
Hari,m,0.98
Harinder S. Sikka,m,0.94
Hark Tsui,m,0.9
Harley Quinn Smith,m,0.7
Harmony Korine,f,0.91
Harold Cronk,m,1.0
Harold G. Moore,m,1.0
Harold Ramis,m,1.0
Harriet Andersson,f,1.0
Harriet Minto-Day,f,1.0
Harris Dickinson,m,0.99
Harris Goldberg,m,0.99
Harrison Ford,m,0.99
Harry Connick Jr.,m,0.99
Harry Dean Stanton,m,0.99
Harry Elfont,m,0.99
Harry Enfield,m,0.99
Harry Hadden-Paton,m,0.99
Harry Kerrigan,m,0.99
Harry Lloyd,m,0.99
Harry Melling,m,0.99
Harry Ratchford,m,0.99
Harry Treadaway,m,0.99
Haruhiko Katô,m,0.99
Haruka Ayase,f,0.96
Haruka Handa,f,0.96
Haruki Murakami,m,0.95
Haruko Fukushima,f,0.98
Harun Farocki,m,0.98
Harvey Keitel,m,0.99
Hawk Ostby,m,0.98
Hayao Miyazaki,m,0.76
Hayden Christensen,m,0.91
Hayden Herrera,m,0.91
Hayden Panettiere,m,0.91
Hayden Schlossberg,m,0.91
Hayley Atwell,f,1.0
Hayley Squires,f,1.0
Haylie Duff,f,0.99
Heath Ledger,m,0.99
Heather Graham,f,1.0
Heather Hach,f,1.0
Heather Juergensen,f,1.0
Heather Locklear,f,1.0
Heather Robinson,f,1.0
Heather Sossaman,f,1.0
Hee Jae,f,0.75
Hee-Bong Byun,m,1.0
Hee-jin Choi,f,0.74
Heitor Dhalia,m,1.0
Helen Cross,f,1.0
Helen Fielding,f,1.0
Helen Hunt,f,1.0
Helen Mirren,f,1.0
Helena Bonham Carter,f,0.99
Heng Liu,m,0.88
Henrik Ibsen,m,1.0
Henrik Lundström,m,1.0
Henrik Ruben Genz,m,1.0
Henry Alex Rubin,m,0.99
Henry Cavill,m,0.99
Henry Gayden,m,0.99
Henry Gilroy,m,0.99
Henry Golding,m,0.99
Henry Goodman,m,0.99
Henry Hopper,m,0.99
Henry Ian Cusick,m,0.99
Henry Joost,m,0.99
Henry Selick,m,0.99
Hera Hilmar,f,0.85
Herb Caillouet,m,1.0
Herbert W. Ankrom,m,1.0
Hergé,m,0.78
Herman Raucher,m,0.99
Herman Yau,m,0.99
Hero Fiennes Tiffin,m,0.91
Hideaki Anno,m,0.99
Hideo Nakata,m,1.0
Hideo Yamamoto,m,1.0
Hidetaka Yoshioka,m,1.0
Hidetoshi Nishijima,m,1.0
Hideyuki Kikuchi,m,1.0
Hikari Mitsushima,f,0.89
Hilary Duff,f,0.85
Hilary Swank,f,0.85
Hillary Seitz,f,0.78
Himesh Patel,m,0.98
Hirokazu Koreeda,m,1.0
Hiroki Hasegawa,m,1.0
Hiromasa Yonebayashi,m,1.0
Hiromi Tsuru,f,0.88
Hironobu Sakaguchi,m,1.0
Hiroshi Fukazawa,m,1.0
Hirotoshi Rissen,m,1.0
Hiroya Oku,m,1.0
Hiroyuki Morita,m,1.0
Hiroyuki Sanada,m,1.0
Hitomi Kuroki,f,0.99
Hiu-Yan Choi,m,1.0
Ho-min Ju,m,1.0
Holger Andersson,m,1.0
Holly Gent,f,0.99
Holly Goss,f,0.99
Holly Hunter,f,0.99
Holmes Osborne,m,0.98
Holt McCallany,m,0.97
Homer,m,0.99
Homi Adajania,m,0.74
Hong-jin Na,m,1.0
Hoon-jung Park,f,1.0
Hope Davis,f,0.92
Hossein Amini,m,0.99
Howard Deutch,m,1.0
Howard Franklin,m,1.0
Howard Himelstein,m,1.0
Howard Klausner,m,1.0
Howard Korder,m,1.0
Hoyt Yeatman,m,0.99
Hrithik Roshan,m,0.99
Hsiao-Hsien Hou,u,0.0
Hubbel Palmer,m,0.83
Hubert Monteilhet,m,0.99
Hubert Selby Jr.,m,0.99
Huck Botko,m,0.96
Hugh Dancy,m,1.0
Hugh Gormley,m,1.0
Hugh Grant,m,1.0
Hugh Jackman,m,1.0
Hugh Laurie,m,1.0
Hugh Lofting,m,1.0
Hugh Welchman,m,1.0
Hugh Wheeler,m,1.0
Hugo Gélin,m,1.0
Hugo Silva,m,1.0
Hugo Stiglitz,m,1.0
Hugo Weaving,m,1.0
Hui-Ling Wang,f,1.0
Hunter Dennis,m,0.94
Hunter S. Thompson,m,0.94
Hussain Dalal,m,0.98
Hussein Sami,m,0.99
Hye-ja Kim,f,1.0
Hyun-seok Kim,m,1.0
I. Gusti Ayu Puspawati,m,0.7
Iain Glen,m,1.0
Iain Morris,m,1.0
Iain Softley,m,1.0
Ian Brennan,m,1.0
Ian Deitchman,m,1.0
Ian Fleming,m,1.0
Ian Goldberg,m,1.0
Ian Helfer,m,1.0
Ian Ho,m,1.0
Ian Holm,m,1.0
Ian La Frenais,m,1.0
Ian Mackenzie Jeffers,m,1.0
Ian McEwan,m,1.0
Ian McKellen,m,1.0
Ian McShane,m,1.0
Ian Mongrain,m,1.0
Ian Roberts,m,1.0
Ian Samuels,m,1.0
Ian Watson,m,1.0
Iben Hjejle,f,0.65
Ice Cube,m,0.65
Idina Menzel,f,0.99
Idris Elba,m,0.96
Idriss Abdillahi Houfaneh,m,0.98
Igal Naor,m,0.99
Ignacio del Moral,m,1.0
Igor Legarreta,m,1.0
Ike Barinholtz,m,0.93
Iko Uwais,m,0.75
Ildikó Enyedi,f,1.0
Ileana D'Cruz,f,1.0
Illeana Douglas,f,1.0
Ilya Naishuller,m,0.97
Imelda Staunton,f,0.99
Imogen Poots,f,1.0
Imtiaz Ali,m,0.98
Ingrid Bolsø Berdal,f,1.0
Ioan Gruffudd,m,0.98
Ira Glass,f,0.83
Ira Levin,f,0.83
Ira Sachs,f,0.83
Irena Brignull,f,0.99
Irene Mecchi,f,0.99
Irene Ziegler,f,0.99
