full_name,gender,certainty
Bruce A. Taylor,m,1.0
Bruce Allpress,m,1.0
Bruce Beresford,m,1.0
Bruce Cook,m,1.0
Bruce Davison,m,1.0
Bruce Dern,m,1.0
Bruce Geller,m,1.0
Bruce Gleeson,m,1.0
Bruce Greenwood,m,1.0
Bruce Joel Rubin,m,1.0
Bruce McDonald,m,1.0
Bruce Porter,m,1.0
Bruce Robinson,m,1.0
Bruce Wagner,m,1.0
Bruce Willis,m,1.0
Bruna González,f,1.0
Bruno Barreto,m,1.0
Bruno Campos,m,1.0
Bruno Ganz,m,1.0
Bruno Lavaine,m,1.0
Bryan Bertino,m,1.0
Bryan Cranston,m,1.0
Bryan Schulz,m,1.0
Bryan Singer,m,1.0
Bryan Sipe,m,1.0
Bryan Woods,m,1.0
Bryce Dallas Howard,m,0.97
Bryce Lindemann,m,0.97
Bryon Lerum,m,1.0
Bráulio Mantovani,m,1.0
Buddhi Wickrama,m,0.93
Burk Sharpless,m,0.96
Burr Steers,m,0.97
Burt Young,m,0.99
Buzz Bissinger,m,0.97
Byron Howard,m,1.0
Byron Minns,m,1.0
Byung-hun Lee,m,0.88
Bárbara Colen,f,0.99
Béla Tarr,m,0.95
Bérénice Bejo,f,1.0
C. Gaby Mitchell,m,0.71
C. Jay Cox,m,0.71
C. Robert Cargill,m,0.71
C.D. Payne,m,0.75
C.S. Forester,m,0.83
Caitlin Carmichael,f,1.0
Caitlin Stasey,f,1.0
Caitlyn Rund,f,1.0
Caity Lotz,f,1.0
Cal Brunker,m,0.96
Caleb Landry Jones,m,1.0
Caleb Wilson,m,1.0
Calista Flockhart,f,0.99
Callan McAuliffe,m,0.79
Callie Hernandez,f,0.99
Callie Khouri,f,0.99
Callum Turner,m,1.0
Calvin Reeder,m,0.99
Cameron Bright,m,0.94
Cameron Crowe,m,0.94
Cameron Diaz,m,0.94
Camilla Belle,f,1.0
Camille Delamarre,f,0.94
Can Yilmaz,m,0.96
Candace Bushnell,f,1.0
Candela Fernández,f,0.98
Cara Delevingne,f,0.98
Cara J. Russell,f,0.98
Caradog W. James,m,0.86
Caren Pistorius,f,0.99
Carey Mulligan,f,0.54
Carey Van Dyke,f,0.54
Carey W. Hayes,f,0.54
Carice van Houten,f,0.96
Carl Ellsworth,m,1.0
Carl Franklin,m,1.0
Carl Lund,m,1.0
Carl Rinsch,m,1.0
Carl Weathers,m,1.0
Carla Gugino,f,0.99
Carla Juri,f,0.99
Carles Torrens,m,0.99
Carlinhos Brown,m,0.99
Carlo Bernard,m,0.99
Carlo Verdone,m,0.99
Carlos Acosta,m,1.0
Carlos Alazraqui,m,1.0
Carlos Amezcua,m,1.0
Carlos Cuarón,m,1.0
Carlos Ezquerra,m,1.0
Carlos Grangel,m,1.0
Carlos Kotkin,m,1.0
Carlos López Estrada,m,1.0
Carlos Martínez López,m,1.0
Carlos Saldanha,m,1.0
Carlton Cuse,m,1.0
Carly Adams,f,0.99
Carly Pope,f,0.99
Carmen Ejogo,f,0.99
Carmen Electra,f,0.99
Carmen Maura,f,0.99
Carmen Pelaez,f,0.99
Carol Fuchs,f,0.99
Carol Heikkinen,f,0.99
Caroline Aaron,f,1.0
Caroline Dhavernas,f,1.0
Caroline Eliacheff,f,1.0
Caroline Ip,f,1.0
Caroline Link,f,1.0
Caroline Thivel,f,1.0
Caroline Thompson,f,1.0
Caroline Williams,f,1.0
Carollette Phillips,f,1.0
Carrie Fisher,f,1.0
Carrie Lee Wilson,f,1.0
Carrie-Anne Moss,f,1.0
Carroll Cartwright,m,0.59
Carter Crocker,m,0.93
Carter Jenkins,m,0.93
Carter Smith,m,0.93
Cary Elwes,m,0.55
Cary Joji Fukunaga,m,0.55
Cary Murnion,m,0.55
Cary Solomon,m,0.55
Caryn Peterson,f,1.0
Casey Affleck,m,0.6
Casey Wilson,m,0.6
Caspian Tredwell-Owen,m,0.95
Cassandra Clare,f,1.0
Cassandra Magrath,f,1.0
Catalina Sandino Moreno,f,0.99
Cate Blanchett,f,0.99
Cate Shortland,f,0.99
Catherine An,f,1.0
Catherine Breillat,f,1.0
Catherine Chan,f,1.0
Catherine Deneuve,f,1.0
Catherine Hardwicke,f,1.0
Catherine Johnson,f,1.0
Catherine Keener,f,1.0
Catherine O'Hara,f,1.0
Catherine Ryan Hyde,f,1.0
Catherine Walker,f,1.0
Catherine Zeta-Jones,f,1.0
Cathryn Michon,f,1.0
Cathy Cash Spellman,f,1.0
Cathy Malkasian,f,1.0
Cathy Yan,f,1.0
Cathy Yuspa,f,1.0
Catinca Untaru,f,0.92
Cecelia Ahern,f,1.0
Cecelia Ann Birt,f,1.0
Cecilia Frugiuele,f,1.0
Cedric Nicolas-Troyan,m,0.99
Cedric the Entertainer,m,0.99
Cem Yilmaz,m,0.97
Chad Bannon,m,1.0
Chad Feehan,m,1.0
Chad Gomez Creasey,m,1.0
Chad Hayes,m,1.0
Chad Hodge,m,1.0
Chad McKnight,m,1.0
Chad Michael Murray,m,1.0
Chad Stahelski,m,1.0
Chadwick Boseman,m,1.0
Chaitally Parmar,f,1.0
Chan Kien,m,0.61
Chan-wook Park,m,1.0
Chandler Canterbury,m,0.8
Chandra West,f,0.81
Chaney Kley,f,0.68
Chang-dong Lee,u,0.0
Channing Tatum,m,0.67
Chantal Lauby,f,0.99
Chantal Quesnelle,f,0.99
Chao Deng,m,0.83
Charles Belden,m,1.0
Charles Brandt,m,1.0
Charles Bukowski,m,1.0
Charles Dance,m,1.0
Charles Dickens,m,1.0
Charles Frazier,m,1.0
Charles Guard,m,1.0
Charles Herman-Wurmfeld,m,1.0
Charles Leavitt,m,1.0
Charles Martin Smith,m,1.0
Charles McKeown,m,1.0
Charles Perrault,m,1.0
Charles Randolph,m,1.0
Charles Stone III,m,1.0
Charley Parlapanides,m,0.56
Charlie Day,m,0.85
Charlie Hunnam,m,0.85
Charlie Kaufman,m,0.85
Charlie McDowell,m,0.85
Charlie Murphy,m,0.85
Charlie Plummer,m,0.85
Charlie Pye Jr.,m,0.85
Charlie Rowe,m,0.85
Charlie Tahan,m,0.85
Charlie Wachtel,m,0.85
Charlize Theron,f,0.98
Charlotte Brontë,f,0.99
Charlotte Gainsbourg,f,0.99
Charlotte Rampling,f,0.99
Charlotte Ray Rosenberg,f,0.99
Charlotte Vega,f,0.99
Charlyne Yi,f,0.99
Chase Ellison,m,0.99
Chase Palmer,m,0.99
Chase Williamson,m,0.99
Chen Chang,m,0.52
Cheng Ah,m,0.63
Cheol-soo Jang,u,0.0
Cher,f,0.75
Cherie Currie,f,1.0
Cheryl Guerriero,f,1.0
Cheryl Hines,f,1.0
Cheryl L. West,f,1.0
Cheryl Strayed,f,1.0
Chesley Sullenberger,m,0.74
Chi-Kin Kwok,m,1.0
Chia-Lu Chang,u,0.0
Chiara D'Anna,f,1.0
Chiara Mastroianni,f,1.0
Chieko Baishô,f,0.99
Chino Darín,m,0.97
Chipo Chung,f,0.76
Chiwetel Ejiofor,f,0.67
Chizuru Ikewaki,f,0.9
Chloe Bennet,f,0.99
Chloe Coleman,f,0.99
Chloë Grace Moretz,f,1.0
Chloë Sevigny,f,1.0
Chris Addison,m,0.91
Chris Bergoch,m,0.91
Chris Berman,m,0.91
Chris Bowman,m,0.91
Chris Brown,m,0.91
Chris Buck,m,0.91
Chris Butler,m,0.91
Chris Carter,m,0.91
Chris Chalk,m,0.91
Chris Chow,m,0.91
Chris Colfer,m,0.91
Chris Columbus,m,0.91
Chris Cooper,m,0.91
Chris D'Arienzo,m,0.91
Chris Denk,m,0.91
Chris Doubek,m,0.91
Chris Evans,m,0.91
Chris Fuhrman,m,0.91
Chris Galletta,m,0.91
Chris Gorak,m,0.91
Chris Hauty,m,0.91
Chris Hemsworth,m,0.91
Chris Henchy,m,0.91
Chris Jai Alex,m,0.91
Chris Kattan,m,0.91
Chris Kentis,m,0.91
Chris Kyle,m,0.91
Chris Marquette,m,0.91
Chris Massoglia,m,0.91
Chris McKay,m,0.91
Chris McKenna,m,0.91
Chris Messina,m,0.91
Chris Miller,m,0.91
Chris Morgan,m,0.91
Chris Nahon,m,0.91
Chris Nelson,m,0.91
Chris New,m,0.91
Chris Noonan,m,0.91
Chris O'Donnell,m,0.91
Chris O'Dowd,m,0.91
Chris O'Neil,m,0.91
Chris Pare,m,0.91
Chris Parker,m,0.91
Chris Peckover,m,0.91
Chris Pine,m,0.91
Chris Pontius,m,0.91
Chris Pratt,m,0.91
Chris Provenzano,m,0.91
Chris Renaud,m,0.91
Chris Rock,m,0.91
Chris Roessner,m,0.91
Chris Sanders,m,0.91
Chris Santos,m,0.91
Chris Sivertson,m,0.91
Chris Spain,m,0.91
Chris Sparling,m,0.91
Chris Stokes,m,0.91
Chris Terrio,m,0.91
Chris Tucker,m,0.91
Chris Van Allsburg,m,0.91
Chris Walley,m,0.91
Chris Wedge,m,0.91
Chris Weitz,m,0.91
Chris Williams,m,0.91
Christen Mooney,f,0.84
Christian Alvart,m,0.99
Christian Bale,m,0.99
Christian Carion,m,0.99
Christian Clavier,m,0.99
Christian Ditter,m,0.99
Christian Duurvoort,m,0.99
Christian E. Christiansen,m,0.99
Christian Gudegast,m,0.99
Christian Long,m,0.99
Christian Molina,m,0.99
Christian Petzold,m,0.99
Christian Rivers,m,0.99
Christian Stolte,m,0.99
Christian Tramitz,m,0.99
Christianna Brand,f,1.0
Christina Aguilera,f,1.0
Christina Applegate,f,1.0
Christina Hendricks,f,1.0
Christina Hodson,f,1.0
Christina Jastrzembska,f,1.0
Christina Ricci,f,1.0
Christine Anu,f,1.0
Christine Dunham,f,1.0
Christine Jeffs,f,1.0
Christine Leunens,f,1.0
Christine Olsen,f,1.0
Christine Taylor,f,1.0
Christine Woods,f,1.0
Christoph Letkowski,m,1.0
Christoph Waltz,m,1.0
Christophe Gans,m,1.0
Christopher Abbott,m,1.0
Christopher Bertolini,m,1.0
Christopher Browne,m,1.0
Christopher Buckley,m,1.0
Christopher Carley,m,1.0
Christopher Cleveland,m,1.0
Christopher Coakley,m,1.0
Christopher Denham,m,1.0
Christopher Dodd,m,1.0
Christopher Ford,m,1.0
Christopher Guest,m,1.0
Christopher Hampton,m,1.0
Christopher Isherwood,m,1.0
Christopher Jordan Wallace,m,1.0
Christopher Kirby,m,1.0
Christopher Kyle,m,1.0
Christopher L. Yost,m,1.0
Christopher Landon,m,1.0
Christopher Leone,m,1.0
Christopher Markus,m,1.0
Christopher Massey,m,1.0
Christopher McQuarrie,m,1.0
Christopher Meloni,m,1.0
Christopher Miller,m,1.0
Christopher Morris,m,1.0
Christopher Murphey,m,1.0
Christopher Nicholas Smith,m,1.0
Christopher Nolan,m,1.0
Christopher Paolini,m,1.0
Christopher Plummer,m,1.0
Christopher Rivera,m,1.0
Christopher Roach,m,1.0
Christopher Rouse,m,1.0
Christopher Shyer,m,1.0
Christopher Smith,m,1.0
Christopher Soren Kelly,m,1.0
Christopher Walken,m,1.0
Christos Stergioglou,m,1.0
Chuck Barris,m,1.0
Chuck Hogan,m,1.0
Chuck Konzelman,m,1.0
Chuck Logan,m,1.0
Chuck Pfarrer,m,1.0
Chuck Russell,m,1.0
Chuck Wilson,m,1.0
Chuxiao Qu,f,0.67
Chyler Leigh,m,0.56
Cillian Murphy,m,0.99
Cinco Paul,m,0.71
Cindy Davis,f,1.0
Cindy Sampson,f,1.0
Claes Bang,m,0.97
Claire Cook,f,1.0
Claire Danes,f,1.0
Claire Denis,f,1.0
Claire Foy,f,1.0
Claire Holt,f,1.0
Claire Scanlon,f,1.0
Clancy Brown,m,0.61
Clancy Sigal,m,0.61
Clara Bingham,f,0.99
Clara Lago,f,0.99
Clare Boothe Luce,f,0.99
Clare Kilner,f,0.99
Clare Sera,f,0.99
Clarence Budington Kelland,m,0.97
Clark Duke,m,0.99
Clark Gregg,m,0.99
Clark Johnson,m,0.99
Claude Barras,m,0.93
Claude Baz Moussawbaa,m,0.93
Claude Berri,m,0.93
Claude Chabrol,m,0.93
Claude Perron,m,0.93
Claudia Christian,f,0.99
Claudia Zie,f,0.99
Claudio Santamaria,m,1.0
Claus Falkenberg,m,0.96
Clay Kaytis,m,0.99
Clayne Crawford,m,0.9
Clayton Frohman,m,1.0
Clea DuVall,f,0.98
Cleopatra Coleman,f,0.98
Cliff Curtis,m,1.0
Cliff Hollingsworth,m,1.0
Cliff Saunders,m,1.0
Clifton Collins Jr.,m,1.0
Clint Eastwood,m,1.0
Clio Barnard,f,0.66
Clio Chiang,f,0.66
Clive Owen,m,1.0
Clémence Poésy,f,1.0
Cobie Smulders,f,0.88
Cody Cameron,m,0.99
Cody Christian,m,0.99
Colin Clark,m,1.0
Colin Farrell,m,1.0
Colin Firth,m,1.0
Colin Ford,m,1.0
Colin Hanks,m,1.0
Colin Minihan,m,1.0
Colin O'Donoghue,m,1.0
Colin Quinn,m,1.0
Colin Strause,m,1.0
Colin Trevorrow,m,1.0
Collin McMahon,m,0.99
Colm Feore,m,1.0
Colm McCarthy,m,1.0
Colm Meaney,m,1.0
Colm Tóibín,m,1.0
Colton James,m,1.0
Common,m,0.93
Conner Chapman,m,0.99
Connie Nielsen,f,1.0
Connor Paolo,m,1.0
Conor McPherson,m,1.0
Conrad Vernon,m,1.0
Constance Wu,f,0.99
Cooper Layne,m,0.98
Coralie,f,0.99
Coralie Fargeat,f,0.99
Corey Burton,m,0.96
Corey Hawkins,m,0.96
Corey Stoll,m,0.96
Corey Yuen,m,0.96
Corinne Foxx,f,0.99
Cormac McCarthy,m,1.0
Cormac Wibberley,m,1.0
Cornelia Funke,f,0.99
Cornell Woolrich,m,0.95
Cortney Palm,f,0.88
Cory Edwards,m,0.86
Cory Finley,m,0.86
Cory Goodman,m,0.86
Cory Helms,m,0.86
Cosimo Fusco,m,0.99
Cosmina Stratan,f,0.98
Costa-Gavras,u,0.0
Costas Mandylor,m,0.99
Court Crandall,m,0.86
Courteney Cox,f,0.99
Courtney Bell,f,0.9
Courtney Hunt,f,0.9
Craig Bolotin,m,1.0
Craig Borten,m,1.0
Craig Brewer,m,1.0
Craig Cox,m,1.0
Craig Ferguson,m,1.0
Craig Gellis,m,1.0
Craig Gillespie,m,1.0
Craig Johnson,m,1.0
Craig Kyle,m,1.0
Craig Mazin,m,1.0
Craig Pearce,m,1.0
Craig Rosenberg,m,1.0
Craig Schulz,m,1.0
Craig Shilowich,m,1.0
Craig T. Nelson,m,1.0
Craig Titley,m,1.0
Craig Van Hook,m,1.0
Craig W. Sanger,m,1.0
Craig Wright,m,1.0
Craig Zobel,m,1.0
Creighton Rothenberger,m,0.99
Creighton Vero,m,0.99
Cressida Cowell,f,0.98
Cristela Alonzo,f,1.0
Cristian Mungiu,m,0.99
Cristin Milioti,f,0.77
Cristina Flutur,f,0.99
Cuba Gooding Jr.,m,0.81
Cuca Canals,f,0.92
Curtis Armstrong,m,1.0
Curtis Hanson,m,1.0
Cynthia Erivo,f,1.0
Cyril Raffaelli,m,0.99
Cécile de France,f,1.0
Cédric Hervet,m,1.0
Cédric Jimenez,m,1.0
Cédric Klapisch,m,1.0
Céline Garcia,f,1.0
Céline Sciamma,f,1.0
D.J. Caruso,m,0.96
D.R. Anderson,m,0.89
D.V. DeVincentis,m,0.67
DJ Pooh,m,0.95
DMX,m,0.96
Da-wit Lee,u,0.0
Dacre Montgomery,m,0.92
Daisuke Nishio,m,1.0
Dakota Fanning,m,0.68
Dakota Goyo,m,0.68
Dakota Johnson,m,0.68
Dakota Sage Grant,m,0.68
Dale Dickey,m,0.93
Dalia Hernández,f,0.99
Damian Shannon,m,0.99
Damian Walshe-Howling,m,0.99
Damien Bonnard,m,1.0
Damien Chazelle,m,1.0
Damien Leone,m,1.0
Damien Macé,m,1.0
Damien Marzette,m,1.0
Damián Szifron,m,0.99
Damon Beesley,m,1.0
Damon Lindelof,m,1.0
Damon Wayans,m,1.0
Damon Wayans Jr.,m,1.0
Dan Abnett,m,0.99
Dan Aykroyd,m,0.99
Dan Bakkedahl,m,0.99
Dan Bates,m,0.99
Dan Berendsen,m,0.99
Dan Bradley,m,0.99
Dan Brown,m,0.99
Dan Bush,m,0.99
Dan Castellaneta,m,0.99
Dan Fogelman,m,0.99
Dan Fogler,m,0.99
Dan Futterman,m,0.99
Dan Gilroy,m,0.99
Dan Gregor,m,0.99
Dan Hageman,m,0.99
Dan Harmon,m,0.99
Dan Harris,m,0.99
Dan Hernandez,m,0.99
Dan Kwan,m,0.99
Dan Mazeau,m,0.99
Dan Mazer,m,0.99
Dan O'Bannon,m,0.99
Dan Rush,m,0.99
Dan Scanlon,m,0.99
Dan Schneider,m,0.99
Dan Sterling,m,0.99
Dan Stevens,m,0.99
Dan Trachtenberg,m,0.99
Dan Yeager,m,0.99
Dana Carvey,f,0.94
Dana DeVestern,f,0.94
Dana Fox,f,0.94
Dana Stevens,f,0.94
Dane Cook,m,0.95
Dane DeHaan,m,0.95
Dani Rovira,m,0.75
Daniel Alfredson,m,0.99
Daniel Barber,m,0.99
Daniel Barnz,m,0.99
Daniel Betts,m,0.99
Daniel Brühl,m,0.99
Daniel Chuba,m,0.99
Daniel Clowes,m,0.99
Daniel Craig,m,0.99
Daniel Dae Kim,m,0.99
Daniel Day-Lewis,m,0.99
Daniel Diemer,m,0.99
Daniel Doheny,m,0.99
Daniel Domscheit-Berg,m,0.99
Daniel E. Taylor,m,0.99
Daniel Espinosa,m,0.99
Daniel Fraser,m,0.99
Daniel Gerson,m,0.99
Daniel Giat,m,0.99
Daniel Giménez Cacho,m,0.99
Daniel Goldhaber,m,0.99
Daniel Handler,m,0.99
Daniel Hansen,m,0.99
Daniel Huttlestone,m,0.99
Daniel Kaluuya,m,0.99
Daniel Küblböck,m,0.99
Daniel Monzón,m,0.99
Daniel Nettheim,m,0.99
Daniel Pennac,m,0.99
Daniel Presley,m,0.99
Daniel Pyne,m,0.99
Daniel Radcliffe,m,0.99
Daniel Ribeiro,m,0.99
Daniel Sackheim,m,0.99
Daniel Scheinert,m,0.99
Daniel Stamm,m,0.99
Daniel Stiepleman,m,0.99
Daniel Sunjata,m,0.99
Daniel Travis,m,0.99
Daniel Wallace,m,0.99
Daniel Waters,m,0.99
Daniel Wu,m,0.99
Daniel York,m,0.99
Daniele Sebastian Wiedenhaupt,m,0.92
Danielle Darrieux,f,1.0
Danielle Macdonald,f,1.0
Danielle Panabaker,f,1.0
Danielle Ryan,f,1.0
Danila Kozlovsky,f,0.74
Danny Bage,m,0.96
Danny Boyle,m,0.96
Danny DeVito,m,0.96
Danny Dyer,m,0.96
Danny Leiner,m,0.96
Danny McBride,m,0.96
Danny Pang,m,0.96
Danny Sapani,m,0.96
Danny Strong,m,0.96
Danny Trejo,m,0.96
Dante Pereira-Olson,m,0.99
Dany Boon,m,0.67
Daphne Du Maurier,f,1.0
Darcey Bell,f,0.85
Daria Nicolodi,f,0.99
Dario Argento,m,1.0
Darlan Cunha,m,0.99
Darren Aronofsky,m,1.0
Darren Grant,m,1.0
Darren Lemke,m,1.0
Darren Lynn Bousman,m,1.0
Darren Paul Fisher,m,1.0
Darren Smith,m,1.0
Darren Stein,m,1.0
Darío Grandinetti,m,1.0
Dato Bakhtadze,m,0.96
Dav Pilkey,m,0.97
Dave,m,1.0
Dave Barry,m,1.0
Dave Bautista,m,1.0
Dave Callaham,m,1.0
Dave Cummings,m,1.0
Dave Donaldson,m,1.0
Dave Eggers,m,1.0
Dave Filoni,m,1.0
Dave Franco,m,1.0
Dave Green,m,1.0
Dave Johannson,m,1.0
Dave Johns,m,1.0
Dave McKean,m,1.0
Dave Sheridan,m,1.0
Daveed Diggs,m,0.98
Daveigh Chase,f,0.88
David A. Newman,m,1.0
David Alexander,m,1.0
David Auburn,m,1.0
David Ayer,m,1.0
David Banner,m,1.0
David Battle,m,1.0
David Bedella,m,1.0
David Belle,m,1.0
David Benioff,m,1.0
David Berenbaum,m,1.0
David Bierend,m,1.0
David Birke,m,1.0
David Birkin,m,1.0
David Boreanaz,m,1.0
David Bourla,m,1.0
David Bowers,m,1.0
David Branson Smith,m,1.0
David Brisbin,m,1.0
David Bruckner,m,1.0
David Caspe,m,1.0
David Chirchirillo,m,1.0
David Constantine,m,1.0
David Cronenberg,m,1.0
David Cross,m,1.0
David Dencik,m,1.0
David Denman,m,1.0
David Desola,m,1.0
David DiGilio,m,1.0
David Diamond,m,1.0
David Dobkin,m,1.0
David Dorfman,m,1.0
David Duchovny,m,1.0
David Duncan,m,1.0
David Ebershoff,m,1.0
David Eigenberg,m,1.0
David Elliot,m,1.0
David F. Sandberg,m,1.0
David Farr,m,1.0
David Feeney,m,1.0
David Fincher,m,1.0
David Frankel,m,1.0
David Franzoni,m,1.0
David Friedkin,m,1.0
David Gelb,m,1.0
David Gleeson,m,1.0
David Gordon Green,m,1.0
David Grann,m,1.0
David Grovic,m,1.0
David Guion,m,1.0
David Guy Levy,m,1.0
David H. Steinberg,m,1.0
David Hackl,m,1.0
David Hare,m,1.0
David Hayter,m,1.0
David Himmelstein,m,1.0
David Huband,m,1.0
David Hyde Pierce,m,1.0
David Ignatius,m,1.0
David Iserson,m,1.0
David Ives,m,1.0
David J. Stieve,m,1.0
David James Kelly,m,1.0
David Kajganich,m,1.0
David Kaye,m,1.0
David Kerr,m,1.0
David Kidd,m,1.0
David Klass,m,1.0
David Koechner,m,1.0
David Koepp,m,1.0
David Kuhn,m,1.0
David Lagercrantz,m,1.0
David Lee Smith,m,1.0
David Leigh,m,1.0
David Leitch,m,1.0
David Leslie Johnson-McGoldrick,m,1.0
David Levien,m,1.0
David Lindsay-Abaire,m,1.0
David Lipsky,m,1.0
David Loucka,m,1.0
David Loughery,m,1.0
David Lowery,m,1.0
David Lynch,m,1.0
David Mackay,m,1.0
David Mackenzie,m,1.0
David Magee,m,1.0
David Mamet,m,1.0
David Mandel,m,1.0
David Marconi,m,1.0
David McKenna,m,1.0
David McNally,m,1.0
David Michôd,m,1.0
David Mirkin,m,1.0
David Mitchell,m,1.0
David Moreau,m,1.0
David Morrissey,m,1.0
David N. Titcher,m,1.0
David N. Weiss,m,1.0
David Nerlich,m,1.0
David Nicholls,m,1.0
David O. Russell,m,1.0
David Oakes,m,1.0
David Oyelowo,m,1.0
David P. Smith,m,1.0
David Palmer,m,1.0
David Pastor,m,1.0
David Paterson,m,1.0
David Pledger,m,1.0
David Posamentier,m,1.0
David R. Ellis,m,1.0
David Rabinowitz,m,1.0
David Rawle,m,1.0
David Robert Mitchell,m,1.0
David Ross,m,1.0
David Ryall,m,1.0
David S. Goyer,m,1.0
David Scarpa,m,1.0
David Schlachtenhaufen,m,1.0
David Schneider,m,1.0
David Schwimmer,m,1.0
David Scinto,m,1.0
David Seidler,m,1.0
David Self,m,1.0
David Siegel,m,1.0
David Silverman,m,1.0
David Slade,m,1.0
David Soren,m,1.0
David Spade,m,1.0
David Stassen,m,1.0
David Strathairn,m,1.0
David Sullivan,m,1.0
David Tennant,m,1.0
David Thewlis,m,1.0
David Twohy,m,1.0
David Wain,m,1.0
David Walliams,m,1.0
David Weisberg,m,1.0
David Weissman,m,1.0
David White,m,1.0
David Wilson Barnes,m,1.0
David Wnendt,m,1.0
David Wong,m,1.0
David Yarovesky,m,1.0
David Yates,m,1.0
David Zabel,m,1.0
David Zelag Goodman,m,1.0
David Zellner,m,1.0
David Zucker,m,1.0
Dax Shepard,m,0.97
Dean Craig,m,0.99
Dean DeBlois,m,0.99
Dean Devlin,m,0.99
Dean Georgaris,m,0.99
Dean Israelite,m,0.99
Dean Parisot,m,0.99
Dean Pitchford,m,0.99
Dean R. Koontz,m,0.99
Dean-Charles Chapman,u,0.0
Debbie Honeywood,f,1.0
Debora Weston,f,0.99
Deborah Aquila,f,1.0
Deborah Curtis,f,1.0
Deborah Davis,f,1.0
Deborah Ellis,f,1.0
Deborah Kaplan,f,1.0
Deborah Lipstadt,f,1.0
Deborah Moggach,f,1.0
Deborah Rush,f,1.0
Deborah Schwartz,f,1.0
Debra Granik,f,1.0
Debra Hill,f,1.0
Debra Messing,f,1.0
Debra Sullivan,f,1.0
Declan Lowney,m,1.0
Declan Power,m,1.0
Dee Bradley Baker,f,0.62
Dee Rees,f,0.62
Deepa Mehta,f,0.97
Deepika Padukone,f,1.0
Delia Ephron,f,0.99
Demetrius Shipp Jr.,m,0.97
Demi Moore,f,0.94
Dendrie Taylor,m,1.0
Denis Lavant,m,0.94
Denis Villeneuve,m,0.94
Denise Di Novi,f,1.0
Denise Richards,f,1.0
Deniz Gamze Ergüven,m,0.59
Dennie Gordon,m,0.88
Dennis Drake,m,0.99
Dennis Dugan,m,0.99
Dennis Farina,m,0.99
Dennis Gansel,m,0.99
Dennis Iliadis,m,0.99
Dennis Kelly,m,0.99
Dennis Lehane,m,0.99
Dennis Magnusson,m,0.99
Dennis McNicholas,m,0.99
Dennis Paoli,m,0.99
Dennis Quaid,m,0.99
Dennis Widmyer,m,0.99
Denys Arcand,m,0.8
Denzel Washington,m,0.99
Deon Taylor,m,0.91
Derek Cianfrance,m,1.0
Derek Connolly,m,1.0
Derek Drymon,m,1.0
Derek Haas,m,1.0
Derek Harvie,m,1.0
Derek Jeter,m,1.0
Derek Kolstad,m,1.0
Derek Luke,m,1.0
Derek Richardson,m,1.0
Derick Martini,m,0.99
Dermot Mulroney,m,1.0
Derrick Borte,m,1.0
Desiree Akhavan,f,1.0
Desmond Harrington,m,0.99
Destin Daniel Cretton,m,0.8
Dev Patel,m,0.98
Devin Fabry,m,0.91
Devon Aoki,m,0.79
Devon Bostick,m,0.79
Devon Sawa,m,0.79
Dexter Fletcher,m,0.99
Dharmendra Suresh Desai,m,0.97
Diablo Cody,m,0.97
Diana Glenn,f,0.99
Diana Silvers,f,0.99
Diana Wynne Jones,f,0.99
Diane English,f,1.0
Diane Gaidry,f,1.0
Diane Johnson,f,1.0
Diane Keaton,f,1.0
Diane Kruger,f,1.0
Diane Lane,f,1.0
Diane Ruggiero-Wright,f,1.0
Dianne Houston,f,1.0
Dianne Wiest,f,1.0
Dick Clark,m,0.99
Dick Clement,m,0.99
Dick King-Smith,m,0.99
Diego Farias,m,1.0
Diego Garzon,m,1.0
Diego Klattenhoff,m,1.0
Diego Luna,m,1.0
Diego Martín,m,1.0
Diego San José,m,1.0
Dieter Laser,m,1.0
Dilip Shukla,m,0.97
Dirk Blackman,m,1.0
Dirk Denoyelle,m,1.0
Dirk Wittenborn,m,1.0
Dito Montiel,m,0.93
Djimon Hounsou,m,0.95
Dmitriy Nazarov,m,1.0
Dodie Smith,f,0.94
Doga Zeynep Doguslu,f,0.57
Dogu Demirkol,m,0.95
Dolores Fonzi,f,0.99
Dome Karukoski,m,0.89
Domenick Lombardozzi,m,1.0
Domhnall Gleeson,m,0.99
Dominic Cooper,m,0.99
Dominic Monaghan,m,0.99
Dominic Purcell,m,0.99
Dominic Sena,m,0.99
Dominic West,m,0.99
Dominique Blanc,m,0.52
Don Bluth,m,0.99
Don Cheadle,m,0.99
Don Coscarelli,m,0.99
Don DeLillo,m,0.99
Don Hall,m,0.99
Don Hertzfeldt,m,0.99
Don Jakoby,m,0.99
Don Lake,m,0.99
Don MacPherson,m,0.99
Don Mancini,m,0.99
Don McKellar,m,0.99
Don Paul,m,0.99
Don Payne,m,0.99
Don Rhymer,m,0.99
Don Roos,m,0.99
Don Scardino,m,0.99
Don Thompson,m,0.99
Don Winslow,m,0.99
Donald E. Stewart,m,1.0
Donald E. Westlake,m,1.0
Donald Margulies,m,1.0
Donald Petrie,m,1.0
Dong-Cheol Kim,m,1.0
Dong-hyuk Hwang,m,1.0
Donna Biscoe,f,1.0
Donna Murphy,f,1.0
Donna Powers,f,1.0
Donna Tartt,f,1.0
Donnie Yen,m,0.96
Doris Kearns Goodwin,f,0.99
Doris Lessing,f,0.99
Doris Pilkington,f,0.99
