full_name,gender,certainty
"Mark Osborne, John Stevenson",m,1.0
Louis Nowra,m,0.99
Tom Hooper,m,0.99
Harald Kloser,m,1.0
Reema Kagti,f,0.98
Peter Jackson,m,1.0
Miles Millar,m,0.95
Robert Ludlum,m,1.0
Asghar Farhadi,m,0.97
Stefanie Zweig,f,0.99
Mohit Suri,m,1.0
Gerard Soeteman,m,0.99
Chad Michael Murray,m,1.0
John Pearson,m,1.0
Kôji Suzuki,m,0.99
Ben Kingsley,m,0.98
Jenny Han,f,0.99
Harvey Keitel,m,0.99
Jon Bernthal,m,0.99
Rick Malambri,m,1.0
Logan Miller,m,0.93
Sarah Jessica Parker,f,0.99
Andrew Niccol,m,1.0
Simon Farnaby,m,0.99
Anurag Basu,m,1.0
Perry Andelin Blake,m,0.88
Laura Wade,f,0.99
Embeth Davidtz,f,1.0
Reiko Yoshida,f,0.81
Joss Whedon,m,0.68
Katsuhito Ishii,m,1.0
Luis Alfaro,m,1.0
Jay Ward,m,0.97
Takuya Kimura,m,1.0
Pierre Deladonchamps,m,0.99
Eion Bailey,m,0.96
Céline Garcia,f,1.0
Ivan Menchell,m,0.99
Nigel Whitmey,m,1.0
Frank Oz,m,1.0
Henry Gayden,m,0.99
Antony Johnston,m,0.99
Josh Goldsmith,m,1.0
Christina Ricci,f,1.0
Will McRobb,m,0.99
Chris Columbus,m,0.91
Samuel Anderson,m,0.99
Thomas Arnold,m,1.0
Jason Clarke,m,1.0
Kevin Smith,m,1.0
Harmony Korine,f,0.91
Robin Mukherjee,m,0.77
Zak Hilditch,m,0.97
Susan Estelle Jansen,f,1.0
Travis Milloy,m,1.0
Sam Huntington,m,0.9
Rick Riordan,m,1.0
Lucas McHugh Carroll,m,0.99
Derek Jeter,m,1.0
Simon Barrett,m,0.99
Hiromasa Yonebayashi,m,1.0
Caroline Link,f,1.0
Lena Waithe,f,0.99
Melissa George,f,1.0
Nikolaj Arcel,m,1.0
Parminder Nagra,m,0.75
Brad Pitt,m,1.0
Michael Hastings,m,1.0
Dennis Drake,m,0.99
"Danny Pang, Oxide Chun Pang",m,0.96
Pearse Elliott,m,0.99
Sean Patrick Flanery,m,1.0
Robert Jauregui,m,1.0
Anika Noni Rose,f,0.98
Woody Harrelson,m,0.97
Fabio Audi,m,1.0
Adam Wingard,m,0.98
Anne Fontaine,f,0.99
Michael Cody,m,1.0
Tahar Rahim,m,0.98
Ayushmann Khurrana,m,1.0
Arash Marandi,m,0.99
Jack Donaldson,m,0.99
Ahmet Zappa,m,0.98
Gabriel Byrne,m,0.99
Carey W. Hayes,f,0.54
Courteney Cox,f,0.99
Ron Burch,m,0.99
Wendy Wells,f,0.99
Alex Murphy,m,0.95
Cameron Bright,m,0.94
Xolani Mali,m,0.72
Catherine Zeta-Jones,f,1.0
Vikas Swarup,m,1.0
Harriet Andersson,f,1.0
Vidya Malvade,f,0.97
Julio Oscar Mechoso,m,1.0
Jihad Hojeily,m,0.84
Katee Sackhoff,f,0.99
Pearse Elliott,m,0.99
Dennis Magnusson,m,0.99
Xavier Atkins,m,0.99
Dave Johns,m,1.0
Robert Harris,m,1.0
Nathan Zellner,m,1.0
Vivica A. Fox,f,0.99
Felicity Jones,f,0.99
Melonie Diaz,f,1.0
Maury Sterling,m,0.84
Sally Hawkins,f,0.99
Stefanie Zweig,f,0.99
Matthew Stuecken,m,1.0
Oliver Kahl,m,0.99
Parminder Nagra,m,0.75
Blanca Suárez,f,0.99
Ava Michelle,f,0.97
William M. Finkelstein,m,1.0
Josh Radnor,m,1.0
Bryan Schulz,m,1.0
Stephan Lacant,m,1.0
János Derzsi,m,1.0
Aaran Thomas,m,0.98
Robert Knott,m,1.0
Jason Keller,m,1.0
Julian Farino,m,0.99
"Nathan Greno, Byron Howard",m,1.0
Javier Gullón,m,1.0
Jonas Åkerlund,m,0.99
Chan Kien,m,0.61
Zachary Quinto,m,1.0
Shawn Harwell,m,0.94
Mungo McKay,m,0.94
Audrey Niffenegger,f,0.99
Craig Kyle,m,1.0
Neil LaBute,m,1.0
"Hironobu Sakaguchi, Motonori Sakakibara",m,1.0
Terence Davies,m,1.0
John Scott Shepherd,m,1.0
Abigail Spencer,f,0.99
Edward Norton,m,1.0
Sean Flynn,m,1.0
Tommy Wiseau,m,0.99
Cynthia Erivo,f,1.0
Zach Shields,m,1.0
Lynn Collins,f,0.94
Rick Jaffa,m,1.0
Aitana Sánchez-Gijón,f,0.99
Sylvia Soska,f,1.0
Rob Minkoff,m,1.0
Ken'ichi Suzuki,m,0.98
Pauline Lau,f,0.99
Chang-dong Lee,u,0.0
Dominic Purcell,m,0.99
Richard Kwietniowski,m,1.0
Tom Bleecker,m,0.99
Jon Zack,m,0.99
Daniel Craig,m,0.99
Bin Li,m,0.95
Paulo Coelho,m,1.0
Adrien Brody,m,0.98
Paul Feig,m,1.0
Lawrence Konner,m,0.99
William Nack,m,1.0
Brian Duffield,m,1.0
Ben Wilkinson,m,0.98
Mark Wahlberg,m,1.0
Wes Bentley,m,0.99
Tom O'Connor,m,0.99
Joe Dante,m,0.99
Carey Mulligan,f,0.54
Mauricio Lopez,m,1.0
Samuel Maoz,m,0.99
Gabriella Prekop,f,1.0
Claire Holt,f,1.0
Anthony Edwards,m,1.0
Alek Keshishian,m,0.92
Rasmus Hardiker,m,1.0
Matthew Orton,m,1.0
Lizzy Weiss,f,0.99
Mark Romanek,m,1.0
Kazunari Ninomiya,m,1.0
Peggy Holmes,f,1.0
J.M. Barrie,m,0.93
Toni Ann Johnson,f,0.52
Julius Avery,m,0.99
Nick Vallelonga,m,0.99
Ethan Embry,m,0.99
Scot Armstrong,m,1.0
Frances McDormand,f,0.99
Andrzej Sekula,m,1.0
Jennifer Carpenter,f,1.0
John Pearson,m,1.0
James Le Gros,m,1.0
Ranbir Kapoor,m,0.97
Ørjan Gamst,m,1.0
Michael Herbig,m,1.0
Edward Burns,m,1.0
Tom Williams,m,0.99
Buzz Bissinger,m,0.97
"Jemaine Clement, Taika Waititi",m,0.82
Andrew Patterson,m,1.0
Martin Starr,m,0.99
Jeffrey Bushell,m,1.0
Kevin Heffernan,m,1.0
Robert C. O'Brien,m,1.0
Heather Locklear,f,1.0
Allan Loeb,m,1.0
Julie Benz,f,0.99
Rebecca Da Costa,f,1.0
James Ponsoldt,m,1.0
Dax Shepard,m,0.97
Michael Colton,m,1.0
Mike Rich,m,1.0
Olivia Colman,f,0.99
Dana Fox,f,0.94
Tom Cruise,m,0.99
Nina Hoss,f,0.98
Yasiin Bey,m,0.91
Hayao Miyazaki,m,0.76
Kody Keplinger,m,0.94
Matt Lopez,m,1.0
Michael Pye,m,1.0
Jim Adler,m,1.0
Roberts Gannaway,m,0.97
Denzel Washington,m,0.99
Stéphane Rousseau,m,0.99
Nacho Vigalondo,m,0.99
Don Cheadle,m,0.99
"Fernando Meirelles, Kátia Lund",m,1.0
Craig Brewer,m,1.0
Brendan Fletcher,m,1.0
Jesse Dylan,m,0.98
Melanie Papalia,f,0.99
Ranveer Singh,m,0.99
Ishirô Honda,m,1.0
Tom Dey,m,0.99
Juliet Snowden,f,0.99
Isaac Marion,m,0.99
Ben Palmer,m,0.98
Daniel Waters,m,0.99
Bruce Porter,m,1.0
Carl Franklin,m,1.0
Ben Whishaw,m,0.98
Jean-Claude Mézières,m,1.0
Neil Jordan,m,1.0
David Koechner,m,1.0
Sean Astin,m,1.0
Will Gluck,m,0.99
Leila Hatami,f,0.99
Dave Johns,m,1.0
Peter Mullan,m,1.0
Richard Speight Jr.,m,1.0
"Jeremy Gillespie, Steven Kostanski",m,1.0
Chris Pratt,m,0.91
Allison Williams,f,0.99
Daniel Alfredson,m,0.99
S. Shankar,m,0.69
Stephan Lacant,m,1.0
Patricia Arquette,f,1.0
Patricia Rozema,f,1.0
Daniel Stiepleman,m,0.99
Eion Bailey,m,0.96
Chris Cooper,m,0.91
Tom Brooke,m,0.99
Anthony Hopkins,m,1.0
Morgan Lily,m,0.64
Rob Brown,m,1.0
Harry Lloyd,m,0.99
Pierre Drieu La Rochelle,m,0.99
Cobie Smulders,f,0.88
John Luessenhop,m,1.0
Mesfin Lamengo,m,0.97
Keegan-Michael Key,u,0.0
Enda Walsh,f,0.63
Bill Moseley,m,1.0
Gonzalo López-Gallego,m,1.0
Dan Brown,m,0.99
Gérard Depardieu,m,0.99
Stephen Merchant,m,1.0
Wendy Vanden Heuvel,f,0.99
Andrew Jay Cohen,m,1.0
Jamie Bell,m,0.66
Paula Patton,f,0.99
Kevin Grevioux,m,1.0
Daniel Ribeiro,m,0.99
Agnes Bruckner,f,0.99
Oscar Isaac,m,0.99
Julian Glover,m,0.99
Eran Kolirin,m,0.97
Deborah Aquila,f,1.0
Blake Lively,m,0.96
Christopher Ford,m,1.0
Tim Sheridan,m,1.0
Timothy Spall,m,1.0
Niels Schneider,m,1.0
Rafael Cobos,m,1.0
Neil Armfield,m,1.0
Baltasar Kormákur,m,0.99
Thomas Aquino,m,1.0
Sang-kyung Kim,m,0.8
Merab Ninidze,f,0.64
Maxime Giffard,m,0.97
Mike Barker,m,1.0
Yoshiaki Kawajiri,m,1.0
Etgar Keret,m,0.92
Kwang-rim Kim,u,0.0
Barbara Alberti,f,1.0
Gaspard Schlatter,m,0.98
Henrik Ruben Genz,m,1.0
Anna Paquin,f,0.99
John Kåre Raake,m,1.0
Christine Anu,f,1.0
Toby Harvard,m,0.91
Pitof,m,0.89
John Gatins,m,1.0
Anthony Minghella,m,1.0
Menhaj Huda,m,0.98
Laurie Simmons,f,0.99
Paul Wernick,m,1.0
Juliette Danielle,f,0.99
Michael Cody,m,1.0
Markéta Irglová,f,1.0
Quentin Dupieux,m,1.0
Bragi F. Schut,m,0.96
Justin Lin,m,0.99
Todd Casey,m,1.0
Aki Maeda,m,0.71
Phil Alden Robinson,m,0.99
Marc Guggenheim,m,1.0
Hiroyuki Sanada,m,1.0
Veronika Franz,f,0.99
Rick Jaffa,m,1.0
Jean Heywood,f,0.62
Percy Hynes White,m,0.98
"Pete Docter, David Silverman",m,1.0
Pat Healy,m,0.51
Antonin Baudry,m,1.0
Johannes Krisch,m,1.0
Stephen Kay,m,1.0
Lucas McHugh Carroll,m,0.99
Matt Sazama,m,1.0
Samara Lee,f,0.96
Keri Russell,f,0.98
Scoot McNairy,m,0.92
Léa Pool,f,0.99
Nancy Doyne,f,1.0
Caroline Aaron,f,1.0
Robert Duvall,m,1.0
Alejandro Agresti,m,1.0
Katherine Waterston,f,1.0
Irina Björklund,f,0.99
"Brad Bird, Jan Pinkava",m,1.0
Sean Bean,m,1.0
Karen Lancaume,f,0.99
Michael Finch,m,1.0
John Ajvide Lindqvist,m,1.0
Kim Caramele,f,0.75
Alfonso Cuarón,m,0.99
Erik Per Sullivan,m,0.99
Daniel Domscheit-Berg,m,0.99
Catherine Johnson,f,1.0
Vincenzo Natali,m,1.0
"Ethan Maniquis, Robert Rodriguez",m,0.99
Jake Gyllenhaal,m,0.99
Mo'Nique,f,0.99
Alex Tse,m,0.95
Ralph Ineson,m,1.0
Zachary Levi,m,1.0
Audrey Tautou,f,0.99
Hana Sugisaki,f,0.97
Nicole Perlman,f,1.0
Rosalind Wiseman,f,1.0
Rob Hayes,m,1.0
Austin Bunn,m,0.99
The Vicious Brothers,m,0.86
Terrence Malick,m,1.0
Gabriel Macht,m,0.99
Brian Klugman,m,1.0
Ashley Bratcher,f,0.95
Luke Greenfield,m,1.0
Adam Driver,m,0.98
Sasha Luss,f,0.59
"Ricky Gervais, Stephen Merchant",m,0.99
Vicky Kaushal,f,0.9
François Simard,m,0.99
Andy Bellin,m,0.96
Felix van Groeningen,m,0.99
F.X. Toole,m,1.0
Larry Gross,m,1.0
Mark Addy,m,1.0
Craig Kyle,m,1.0
Oliver Hirschbiegel,m,0.99
Freddie Highmore,m,0.95
Philip Seymour Hoffman,m,1.0
Giovanni Ribisi,m,0.99
Sam Hamm,m,0.9
Chiwetel Ejiofor,f,0.67
Pamela Anderson,f,1.0
Kimberly Simi,f,1.0
Riley Keough,m,0.7
Michael McCullers,m,1.0
Maria Laird,f,0.99
Stephenie Meyer,f,1.0
"Paul Tibbitt, Mike Mitchell",m,1.0
Marie Brenner,f,0.99
S.S. Rajamouli,m,1.0
André Aciman,m,0.99
April Blair,f,0.99
Aishwarya Rai Bachchan,f,1.0
Vivica A. Fox,f,0.99
Ugo Chiti,m,0.97
Vijayendra Prasad,m,1.0
Takashi Hasegawa,m,1.0
Björn Runge,m,1.0
Maya Zapata,f,0.96
Dean DeBlois,m,0.99
Christopher Roach,m,1.0
Chris O'Donnell,m,0.91
Mark Obmascik,m,1.0
Anna Obropta,f,0.99
Dennis McNicholas,m,0.99
Liam Lynch,m,0.99
Robin Tunney,m,0.77
Ron Howard,m,0.99
Sebastian Gutierrez,m,1.0
Robert Stromberg,m,1.0
Josh Peck,m,1.0
Graham Moore,m,1.0
Angie Thomas,f,0.99
Zach Lipovsky,m,1.0
Richard Jenkins,m,1.0
Slavomir Rawicz,m,0.99
Abhijat Joshi,m,1.0
Dave Sheridan,m,1.0
Téa Leoni,f,0.99
Christianna Brand,f,1.0
Carlo Verdone,m,0.99
Tom Savage,m,0.99
Saroo Brierley,f,0.91
David Oakes,m,1.0
Kathleen Rose Perkins,f,1.0
William Shakespeare,m,1.0
Sebastian Faulks,m,1.0
Cameron Diaz,m,0.94
Tony Mendez,m,0.99
Thomas Hardy,m,1.0
Chris Jai Alex,m,0.91
Karen Barna,f,0.99
Jason Segel,m,1.0
Cheryl Strayed,f,1.0
Hilary Duff,f,0.85
Madeline Carroll,f,1.0
Kimberly Peirce,f,1.0
Robert Gordon,m,1.0
Meg Cabot,f,0.98
Amy Jump,f,0.99
Ai Kobayashi,f,0.73
Ahmaogak Sweeney,u,0.0
"Akiva Schaffer, Jorma Taccone",m,0.93
Tsutomu Yamazaki,m,1.0
Iko Uwais,m,0.75
Kenya Barris,f,0.9
Gregory Weidman,m,1.0
Diego Klattenhoff,m,1.0
Robert Rodat,m,1.0
John Heffernan,m,1.0
David Ryall,m,1.0
Yogesh Chandekar,m,1.0
Michele Mulroney,f,0.54
Brian Duffield,m,1.0
Anand Tucker,m,1.0
Nanami Sakuraba,f,0.96
James Wong,m,1.0
Leonard Ripps,m,0.99
Maria von Heland,f,0.99
Parker Sawyers,m,0.91
F.X. Toole,m,1.0
Camille Delamarre,f,0.94
Shotaro Suga,m,1.0
Aneesh Chaganty,m,0.99
Heather Robinson,f,1.0
Rajinder Sharma Nanu,m,0.94
Daniel Doheny,m,0.99
Daniel Betts,m,0.99
James Graham,m,1.0
Carey W. Hayes,f,0.54
Glen Powell,m,0.94
Andrew Patterson,m,1.0
Seth Rogen,m,1.0
Tate Taylor,m,0.76
Raven-Symoné,f,1.0
Jean-Louis Trintignant,m,0.99
Gillian Jacobs,f,0.99
Michaël R. Roskam,m,1.0
Parker Posey,m,0.91
Chang-dong Lee,u,0.0
Morgan Matthews,m,0.64
Gerard Soeteman,m,0.99
Rajiv Chandrasekaran,m,1.0
Tim Herlihy,m,1.0
Kôichi Yamadera,m,1.0
"Joachim Rønning, Espen Sandberg",m,1.0
Jennifer Jason Leigh,f,1.0
Nick Sullivan,m,0.99
Robert King,m,1.0
Suhail Nayyar,m,0.96
Larry David,m,1.0
Wil Haygood,m,0.84
Ladj Ly,m,0.65
Lana Condor,f,0.99
Xavier Beauvois,m,0.99
James Greer,m,1.0
Alan Van Sprang,m,1.0
D.R. Anderson,m,0.89
Tate Taylor,m,0.76
Daria Nicolodi,f,0.99
Marisa Paredes,f,0.99
"Will Finn, John Sanford",m,0.99
"Luis Piedrahita, Rodrigo Sopeña",m,1.0
"Matt Bettinelli-Olpin, David Bruckner",m,1.0
Tom Ford,m,0.99
Sean Panting,m,1.0
Eli Roth,m,0.61
Wyatt Russell,m,1.0
"Marcel Sarmiento, Gadi Harel",m,0.98
Jamie Bell,m,0.66
Daniel Scheinert,m,0.99
Yimou Zhang,m,0.67
Yasmina Reza,f,0.98
Ari Sandel,m,0.65
Graham Greene,m,1.0
Nancy Doyne,f,1.0
Brad Bird,m,1.0
Christopher Morris,m,1.0
Mike Barker,m,1.0
Mamoru Hosoda,m,0.99
Gerard Soeteman,m,0.99
Calvin Reeder,m,0.99
Cathy Cash Spellman,f,1.0
Paul Sorvino,m,1.0
Laurence Sterne,f,0.54
Glenn Standring,m,1.0
Don Lake,m,0.99
Cormac McCarthy,m,1.0
Jamie Linden,m,0.66
Nick Robinson,m,0.99
Jared Leto,m,1.0
Christina Applegate,f,1.0
Danny Sapani,m,0.96
Matthew Vaughn,m,1.0
Colin Ford,m,1.0
Francesc Garrido,m,0.98
Taraji P. Henson,m,0.84
Thomas Rickman,m,1.0
Kieran Parker,m,0.99
Juan Gabriel Yacuzzi,m,0.99
Alfonso Gomez-Rejon,m,0.99
Mungo McKay,m,0.94
Jean-Stéphane Bron,m,0.98
Kevin Heffernan,m,1.0
J. Michael Straczynski,m,0.88
John Bonito,m,1.0
Yassine Zeroual,m,0.98
Du Lu Wang,m,0.87
Carlos Ezquerra,m,1.0
Shia LaBeouf,f,0.65
Jenny Mollen,f,0.99
Louisa May Alcott,f,0.99
John Collee,m,1.0
Katie Dippold,f,1.0
Antonia Clarke,f,0.98
Yoshimi Kondou,f,0.8
Mike Newell,m,1.0
Ray Stevenson,m,0.98
Luigi Lo Cascio,m,0.99
Ewan Leslie,m,0.98
Eleanor Catton,f,1.0
Ritesh Batra,m,1.0
Herbert W. Ankrom,m,1.0
Adriana Ugarte,f,1.0
Dustin Lee Abraham,m,1.0
Kenta Fukasaku,m,0.98
Santo Cilauro,m,0.98
Masahiro Andô,m,1.0
Barry Crump,m,0.99
Jack Hitt,m,0.99
Joachim Rønning,m,1.0
David Dencik,m,1.0
Juston Street,m,1.0
Corinne Foxx,f,0.99
Lady Gaga,f,0.99
"Glenn Ficarra, John Requa",m,1.0
Jennifer Saunders,f,1.0
Fred Dekker,m,0.98
Jack Nicholson,m,0.99
Conner Chapman,m,0.99
Aniruddha Roy Chowdhury,m,1.0
Trish Sie,f,1.0
Russell Bobbitt,m,1.0
Sid Haig,m,0.97
Stephen Chow,m,1.0
Keith Merryman,m,1.0
Nicola Yoon,m,0.81
Idina Menzel,f,0.99
Gary Stretch,m,1.0
Andy Mulligan,m,0.96
Troy Kennedy-Martin,m,1.0
Eric MacLennan,m,1.0
David Battle,m,1.0
Nick Sullivan,m,0.99
Olivia Colman,f,0.99
Isaac Marion,m,0.99
David N. Titcher,m,1.0
Yunus Sajawal,m,0.98
Andrew Dodge,m,1.0
Chad McKnight,m,1.0
Stephen Volk,m,1.0
Mustafa Kamel,m,0.99
Arnold Bucher,m,0.99
Jonathan Lethem,m,1.0
Sandra Escacena,f,0.99
John Gallagher Jr.,m,1.0
Harley Quinn Smith,m,0.7
Jean Bruce,f,0.62
Kyle Newman,m,0.99
Stefen Fangmeier,m,0.98
Nia Vardalos,f,0.98
Phillip Noyce,m,1.0
Elizabeth Berrington,f,1.0
Jonathan Cherry,m,1.0
Salma Hayek,f,0.95
Kristoffer Joner,m,1.0
Ryan Engle,m,0.99
Brian Henson,m,1.0
Gerald McMorrow,m,1.0
Paul Walker,m,1.0
Joshua Peace,m,1.0
Monia Chokri,f,0.99
Russell Bobbitt,m,1.0
Christian Tramitz,m,0.99
Wilmer Valderrama,m,0.99
Hunter S. Thompson,m,0.94
Josh Brolin,m,1.0
Al Reinert,m,0.94
Kenneth Graymez,m,1.0
Yann Martel,m,0.99
Anamaria Marinca,f,0.99
Chesley Sullenberger,m,0.74
Ken Selden,m,0.99
Natasha Henstridge,f,0.99
Billy Ray Cyrus,m,0.98
John Solomon,m,1.0
Christopher Murphey,m,1.0
Bob Nelson,m,0.99
C. Jay Cox,m,0.71
James Le Gros,m,1.0
Mona Fastvold,f,0.97
Laura Regan,f,0.99
Shawn Levy,m,0.94
Charlotte Ray Rosenberg,f,0.99
James Ivory,m,1.0
Mimi Leder,f,0.92
Antwone Fisher,m,0.99
Ving Rhames,f,0.51
Regina King,f,0.99
Darcey Bell,f,0.85
Hubert Selby Jr.,m,0.99
Michael Herbig,m,1.0
Ivan Cotroneo,m,0.99
Bruce Wagner,m,1.0
Jonah Bobo,m,0.96
Leslie Bohem,f,0.83
Alex Palmer,m,0.95
James Watkins,m,1.0
Sarah Gadon,f,0.99
Peter Capaldi,m,1.0
Nancy Meyers,f,1.0
Lucy Walters,f,0.99
Dennis Dugan,m,0.99
David Lowery,m,1.0
Joey Gutierrez,m,0.8
Catherine An,f,1.0
Ashley C. Williams,f,0.95
Emily Baldoni,f,1.0
Brad Desch,m,1.0
Jóhannes Haukur Jóhannesson,m,1.0
George V. Higgins,m,0.99
Jeff Goldblum,m,1.0
Glen Powell,m,0.94
Brad Anderson,m,1.0
William Broyles Jr.,m,1.0
Steve Niles,m,1.0
Anne-Marie Duff,f,1.0
Wladyslaw Szpilman,m,1.0
Barbara Alberti,f,1.0
Joe Russo,m,0.99
Géla Babluani,f,0.72
Lee Tamahori,m,0.75
Chris Roessner,m,0.91
Roger Allam,m,1.0
Hugh Gormley,m,1.0
Sherry Hormann,f,0.99
Al Ruddy,m,0.94
Chad Stahelski,m,1.0
Solomon Northup,m,0.98
Chris Miller,m,0.91
Garret Shanley,m,1.0
Elisabeth Shue,f,1.0
Drew Barrymore,m,0.96
Menhaj Huda,m,0.98
Steven Wright,m,1.0
Lincoln Pearson,m,1.0
Ben Livingston,m,0.98
Nina Hoss,f,0.98
Nicole Vicius,f,1.0
Gary M. Goodman,m,1.0
John Woo,m,1.0
Garrard Conley,m,1.0
David Bourla,m,1.0
"Harry Elfont, Deborah Kaplan",m,0.99
Rob McKittrick,m,1.0
Kristen Bell,f,0.99
Robert Riskin,m,1.0
Gurinder Chadha,m,0.95
Sarah Wayne Callies,f,0.99
Craig Zobel,m,1.0
Anh Hung Tran,f,0.51
Matthew Macfadyen,m,1.0
Anurag Kashyap,m,1.0
John Morris,m,1.0
Rupert Friend,m,1.0
Fumihiko Takayama,m,0.99
Lawrence Kasdan,m,0.99
Yash,m,0.99
Serge Joncour,m,0.99
Radu Mihaileanu,m,0.94
Paul Hupfield,m,1.0
Steve Antin,m,1.0
An Nguyen,f,0.57
Alan Moore,m,1.0
Jonathan Larson,m,1.0
Tracy Keenan Wynn,f,0.94
Heng Liu,m,0.88
George V. Higgins,m,0.99
Frank Grillo,m,1.0
Kevin Grevioux,m,1.0
Kelly Marcel,f,0.91
Antoine Fuqua,m,0.99
Wolfgang Becker,m,1.0
Emmanuel Benbihy,m,0.99
Larry Charles,m,1.0
Stephen Kay,m,1.0
Jaume Balagueró,m,0.99
Leticia López Margalli,f,0.99
Ralph Ineson,m,1.0
David F. Sandberg,m,1.0
Pat Healy,m,0.51
Stuart Beattie,m,1.0
Jim Wheat,m,1.0
Michael Green,m,1.0
Elizabeth Allen Rosenbaum,f,1.0
Julie Andrews,f,0.99
Andrew Patterson,m,1.0
Peter Hedges,m,1.0
Bharat Nalluri,m,0.99
Luke Greenfield,m,1.0
Carice van Houten,f,0.96
Mimi Leder,f,0.92
J.B. Rogers,m,0.96
Alan Bennett,m,1.0
Te Aho Eketone-Whitu,f,0.68
Hayden Christensen,m,0.91
Mikki Daughtry,f,0.86
Krysty Wilson-Cairns,f,0.8
Mataichirô Yamamoto,m,1.0
Harry Treadaway,m,0.99
Katie Silberman,f,1.0
Barry Crump,m,0.99
Jeff Wadlow,m,1.0
Dav Pilkey,m,0.97
Jon Hamm,m,0.99
Götz Spielmann,m,0.97
Kelly Reichardt,f,0.91
Gong Geer,m,0.7
Jeffrey Friedman,m,1.0
Greg Cipes,m,1.0
Jeff Geddis,m,1.0
Alex Russell,m,0.95
Rafe Spall,m,0.96
Colin Ford,m,1.0
Shuzhen Zhao,f,0.96
S. Shankar,m,0.69
Dennis Magnusson,m,0.99
Dan Scanlon,m,0.99
Elizabeth Wurtzel,f,1.0
Christine Dunham,f,1.0
Reiko Aylesworth,f,0.81
Adèle Exarchopoulos,f,0.98
Paul Bernbaum,m,1.0
Emily Carmichael,f,1.0
Tyrese Gibson,m,0.97
Max Barbakow,m,0.99
"Nat Faxon, Jim Rash",f,0.51
J.K. Simmons,m,0.93
Arthur Golden,m,1.0
Anthony Yerkovich,m,1.0
Talulah Riley,f,0.97
Shia LaBeouf,f,0.65
Chris Chow,m,0.91
Cory Goodman,m,0.86
Hari,m,0.98
Skip Hollandsworth,m,0.99
Alan DiFiore,m,1.0
Zoe Kazan,f,0.98
Rupert Grint,m,1.0
Henry Ian Cusick,m,0.99
Frank Darabont,m,1.0
Jenny Gage,f,0.99
Philip Zimbardo,m,1.0
Sergi López,m,0.99
Ian La Frenais,m,1.0
Jackie Chan,f,0.87
Denys Arcand,m,0.8
Kristen Connolly,f,0.99
Caroline Thompson,f,1.0
Brendan Fletcher,m,1.0
Dexter Fletcher,m,0.99
Wladyslaw Szpilman,m,1.0
Gillian Robespierre,f,0.99
Glenn McQuaid,m,1.0
Lluís Homar,m,1.0
Ronan Collins,m,1.0
Dick King-Smith,m,0.99
"Akiva Schaffer, Jorma Taccone",m,0.93
Sônia Braga,f,0.99
Cliff Curtis,m,1.0
Roslyn Ruff,f,1.0
Adam Trese,m,0.98
Rob Thomas,m,1.0
Jûrôta Kosugi,u,0.0
Paulo Morelli,m,1.0
Sebastian Faulks,m,1.0
Aaron Stewart-Ahn,m,1.0
Jorge R. Gutiérrez,m,1.0
Brie Larson,f,0.97
James V. Hart,m,1.0
Dennis Gansel,m,0.99
John Hollingworth,m,1.0
Peter Sagal,m,1.0
Bora Dagtekin,m,0.89
Eliot Laurence,m,0.97
Peter Gaulke,m,1.0
Tom Six,m,0.99
Trent Haaga,m,1.0
Isabelle Huppert,f,0.99
Armie Hammer,f,0.93
Devon Aoki,m,0.79
Kody Keplinger,m,0.94
Drew Goddard,m,0.96
Andy Lau,m,0.96
Lari White,f,0.63
Geoff Rodkey,m,1.0
John Madden,m,1.0
Tatjana Mülbeier,f,0.99
Tomoko Yamaguchi,f,0.99
Connor Paolo,m,1.0
Kyle Newman,m,0.99
Tom Courtenay,m,0.99
Dennis Kelly,m,0.99
Mataichirô Yamamoto,m,1.0
Yasmine Al Massri,f,0.98
David Friedkin,m,1.0
David Eigenberg,m,1.0
Walter Kirn,m,1.0
Kyle Hunter,m,0.99
Sam Harper,m,0.9
Sheri Moon Zombie,f,0.99
Elijah Wood,m,0.99
Bonnie Aarons,f,0.99
Billy Mitchell,m,0.98
Oscar Isaac,m,0.99
Lee Unkrich,m,0.75
Tobey Maguire,m,0.64
Jake Johnson,m,0.99
Antoine Fuqua,m,0.99
Kevin Dreyfuss,m,1.0
Monica Calhoun,f,1.0
Casey Affleck,m,0.6
Gael García Bernal,m,0.94
George Babluani,m,0.99
Homi Adajania,m,0.74
Mario Miscione,m,0.99
Yuri Chinen,m,0.61
"Mark Osborne, John Stevenson",m,1.0
Aziz Ansari,m,0.98
Scott Speedman,m,1.0
Jon Favreau,m,0.99
Parminder Nagra,m,0.75
"Don Bluth, Gary Goldman",m,0.99
Matt Passmore,m,1.0
Paul Rudnick,m,1.0
Alan Bagh,m,1.0
Pilou Asbæk,m,0.84
David Ayer,m,1.0
Nikolaj Coster-Waldau,m,1.0
Holly Gent,f,0.99
James Ellroy,m,1.0
Sara B. Cooper,f,0.98
Martina Gedeck,f,0.99
Peter Baynham,m,1.0
Jason Eisener,m,1.0
Cecelia Ann Birt,f,1.0
Juston Street,m,1.0
Paul Laverty,m,1.0
Dougie Brimson,m,0.99
Sylvain White,m,0.99
Lucky McKee,m,0.86
Sean Maguire,m,1.0
Robert Cardone,m,1.0
Frank Miller,m,1.0
Germano Zullo,m,0.99
Guillermo Amoedo,m,1.0
Ken Davitian,m,0.99
