full_name,gender,certainty
Barry Jenkins,m,0.99
Francine McDougall,f,0.99
Christopher Jordan Wallace,m,1.0
Ambrosia Kelley,f,0.97
Christian Long,m,0.99
Nathan Zellner,m,1.0
Kate Ashfield,f,0.99
Dougray Scott,u,0.0
Ranveer Singh,m,0.99
Adam Kreutner,m,0.98
Nate Parker,m,0.97
Igal Naor,m,0.99
Tonino Benacquista,m,0.99
Adam J. Braff,m,0.98
"Alexandre Bustillo, Julien Maury",m,0.99
Drew Goddard,m,0.96
Patrick Cirillo,m,1.0
Bella Thorne,f,0.97
Phil Hay,m,0.99
Jóhannes Haukur Jóhannesson,m,1.0
David James Kelly,m,1.0
Rana Daggubati,f,0.68
Tatiana Niculescu-Bran,f,0.99
Miya Cech,f,0.85
Antonio Banderas,m,0.99
Anthony Edwards,m,1.0
Jason Reitman,m,1.0
Mina E. Mina,f,0.64
Matt Lieberman,m,1.0
Kevin Spacey,m,1.0
Teri Andrez,f,0.99
Ethan Coen,m,0.99
Max Landis,m,0.99
Dan Mazer,m,0.99
Andrew Knauer,m,1.0
Steve Faber,m,1.0
André Nemec,m,0.99
Lilly Wachowski,f,0.98
Kevin Bisch,m,1.0
Aleksey Serebryakov,m,0.99
Carter Smith,m,0.93
E.T.A. Hoffmann,u,0.0
Keir Gilchrist,m,0.95
Mikko Alanne,m,0.99
Ryan Guzman,m,0.99
Elena Soarez,f,0.99
Morgan Davis Foehl,m,0.64
Chris D'Arienzo,m,0.91
Heather Hach,f,1.0
Adewale Akinnuoye-Agbaje,m,0.94
Jim Fall,m,1.0
Will Rokos,m,0.99
Seishi Minakami,m,0.87
Philippe Pozzo di Borgo,m,1.0
Jamie Delano,m,0.66
Randall Miller,m,1.0
Idris Elba,m,0.96
Kathryn Bigelow,f,1.0
Rebecca Miller,f,1.0
Sofia Coppola,f,0.99
Santo Cilauro,m,0.98
Kevin O'Neill,m,1.0
Jake Bernstein,m,0.99
Ernest R. May,m,0.99
Jeff Pope,m,1.0
"Yasushi Kawamura, Kei'ichi Sato",m,1.0
Edoardo Albinati,m,1.0
Scott Abbott,m,1.0
Taylor Dooley,f,0.6
Sergey Snezhkin,m,1.0
Kogonada,u,0.0
Anna Paquin,f,0.99
Sylvester Stallone,m,0.99
Ingrid Bolsø Berdal,f,1.0
Nathan Fillion,m,1.0
Connie Nielsen,f,1.0
Eric Bernt,m,1.0
Curtis Armstrong,m,1.0
Kelly Hu,f,0.91
Doug Miro,m,1.0
Jonathan Aibel,m,1.0
Killian Coyle,m,0.98
James Patterson,m,1.0
Bailey Spry,f,0.61
Mamie Gummer,f,0.98
Christopher Murphey,m,1.0
Marc Forster,m,1.0
"Byron Howard, Rich Moore",m,1.0
Jordana Brewster,f,1.0
Liz Hannah,f,1.0
Jaden Smith,m,0.85
Ian Goldberg,m,1.0
Ryan Murphy,m,0.99
Sean Durkin,m,1.0
Tim Miller,m,1.0
Kirsten Smith,f,0.99
Cobie Smulders,f,0.88
"Roberts Gannaway, Peggy Holmes",m,0.97
Rufus Sewell,m,0.98
Bruce McDonald,m,1.0
Steven Gomez,m,1.0
Oprah Winfrey,f,0.93
José Saramago,m,0.98
Ron Shelton,m,0.99
Scott Speedman,m,1.0
Anthony Tambakis,m,1.0
Jim Carrey,m,1.0
Brian Koppelman,m,1.0
Djimon Hounsou,m,0.95
Clarence Budington Kelland,m,0.97
Richard Kelly,m,1.0
Kevin Brodbin,m,1.0
Melina Matsoukas,f,0.99
Tom Ford,m,0.99
David Kajganich,m,1.0
Amy Schumer,f,0.99
Ranulph Fiennes,m,1.0
Jim Mickle,m,1.0
Kiyomi Fujii,f,0.92
Joy Behar,f,0.92
Roderick Thorp,m,1.0
José Padilha,m,0.98
James Wong,m,1.0
Tony Briggs,m,0.99
Gary Goldman,m,1.0
Manisha Korde,f,0.99
Stephen Beresford,m,1.0
Gillian Anderson,f,0.99
Mark O'Brien,m,1.0
Keith Thompson,m,1.0
Raffaëla Anderson,f,1.0
Andrew Scheinman,m,1.0
Lem Dobbs,m,0.8
Sean Bean,m,1.0
Julie LeBreton,f,0.99
"Jay Duplass, Mark Duplass",m,0.97
Stewart Williams,m,1.0
Ian Helfer,m,1.0
Chris Hauty,m,0.91
Jason Zada,m,1.0
Miya Cech,f,0.85
Simon Armstrong,m,0.99
David Magee,m,1.0
Gwyn Lurie,m,0.54
Gong Geer,m,0.7
"William Heins, Strathford Hamilton",m,1.0
Fred Wolf,m,0.98
Robert Mark Kamen,m,1.0
Yutaka Takenouchi,m,0.99
Constance Wu,f,0.99
Ed Yeager,m,0.99
Hallie Meyers-Shyer,f,0.98
Audrey Wells,f,0.99
Vince Locke,m,0.99
Michael Rasmussen,m,1.0
Adam Scott,m,0.98
"Nathan Greno, Byron Howard",m,1.0
Sam Huntington,m,0.9
Frank Abagnale Jr.,m,1.0
Dan Trachtenberg,m,0.99
Jonathan Tropper,m,1.0
Kyle Newacheck,m,0.99
Julianne Moore,f,1.0
Alex Proyas,m,0.95
Will McCormack,m,0.99
Artyom Bogucharskiy,m,1.0
Thaddeus O'Sullivan,m,1.0
Doris Pilkington,f,0.99
Jaime FitzSimons,m,0.96
Gary Stephen Ross,m,1.0
Henrik Ruben Genz,m,1.0
Zach Shields,m,1.0
Phoebe Gloeckner,f,1.0
Lone Scherfig,m,0.74
Molly Shannon,f,0.99
Martin McDonagh,m,0.99
Mesfin Lamengo,m,0.97
Chloe Bennet,f,0.99
August Wilson,m,0.87
Ramaa Mosley,f,0.75
Steve Conrad,m,1.0
Charles Randolph,m,1.0
Brendan Hood,m,1.0
Deborah Schwartz,f,1.0
Bob Fosse,m,0.99
Werner Herzog,m,1.0
Catherine Walker,f,1.0
Bero Beyer,f,0.69
Benh Zeitlin,m,0.83
Hussain Dalal,m,0.98
Jamie Bell,m,0.66
Philippe Djian,m,1.0
"Jill Culton, Todd Wilderman",f,1.0
Edouard Baer,m,0.99
S.S. Rajamouli,m,1.0
Fernanda Andrade,f,0.99
Todd Farmer,m,1.0
Ambrosia Kelley,f,0.97
Guillaume Laurant,m,1.0
Owen Wilson,m,0.99
Ben Coccio,m,0.98
Jessica Sharzer,f,1.0
Tim Crothers,m,1.0
Matthew Ballen,m,1.0
C. Gaby Mitchell,m,0.71
Nimrat Kaur,f,0.93
Philip Shelby,m,1.0
"Joachim Rønning, Espen Sandberg",m,1.0
Harald Kloser,m,1.0
Philipp Stölzl,m,1.0
Junko Takeuchi,f,0.99
Oscar Wilde,m,0.99
Ruben Östlund,m,1.0
William Shimell,m,1.0
Bo Zenga,m,0.77
Karen Walton,f,0.99
John C. Reilly,m,1.0
Charlyne Yi,f,0.99
Casey Wilson,m,0.6
Eun-Jeong Kim,f,0.94
Bruce McDonald,m,1.0
Kevin Macdonald,m,1.0
Kitana Kiki Rodriguez,f,0.96
Kirk Jones,m,1.0
Hunter Dennis,m,0.94
Roberto Benigni,m,1.0
Bridget Moynahan,f,1.0
Brooks Ryan,m,0.9
Jung-ah Yum,f,1.0
Michael Nitsberg,m,1.0
James Moran,m,1.0
Jeff Bridges,m,1.0
Fatih Akin,m,0.99
Craig Shilowich,m,1.0
Eric Summer,m,1.0
Delia Ephron,f,0.99
Cheryl Hines,f,1.0
Kevin Brodbin,m,1.0
Steve Beck,m,1.0
Jennifer Flackett,f,1.0
Connor Paolo,m,1.0
Nick Park,m,0.99
Ivan Goff,m,0.99
Rick Edwards,m,1.0
Takashi Hasegawa,m,1.0
Kerry Washington,f,0.79
Isa Mazzei,f,0.62
Louis C.K.,m,0.99
Christopher Bertolini,m,1.0
Maricel Álvarez,f,0.96
Chris O'Donnell,m,0.91
Fabio Audi,m,1.0
Ronnie Christensen,m,0.92
Paul Downs Colaizzo,m,1.0
Gabrielle Zevin,f,0.99
John Hensley,m,1.0
Herman Yau,m,0.99
Bella Camero,f,0.97
Todd Kessler,m,1.0
Paul Torday,m,1.0
Emmanuel Garijo,m,0.99
Adam Robitel,m,0.98
Miles Teller,m,0.95
Matthew Zuk,m,1.0
Tess Morris,f,0.99
Hayden Schlossberg,m,0.91
Chad McKnight,m,1.0
Garrard Conley,m,1.0
Catherine O'Hara,f,1.0
Alan Tudyk,m,1.0
Cameron Crowe,m,0.94
Hong-jin Na,m,1.0
Frank Coraci,m,1.0
Jim Field Smith,m,1.0
Dean DeBlois,m,0.99
Wallace Wolodarsky,m,0.99
Laysla De Oliveira,f,0.99
Kyle Gallner,m,0.99
Brendan Hood,m,1.0
Brad Miska,m,1.0
Eion Bailey,m,0.96
Eric Pearson,m,1.0
Omar Naim,m,0.98
Yu-mi Jung,f,1.0
Katherine Press,f,1.0
Colm Meaney,m,1.0
Kaneto Shindô,m,0.89
Macon Blair,m,0.75
Thomas Law,m,1.0
Bruce Beresford,m,1.0
T.J. Dawe,m,0.96
Joshua Oppenheimer,m,1.0
Michael Konyves,m,1.0
Adam Resnick,m,0.98
Shane Meadows,m,0.97
Germán Servidio,m,1.0
Melisa Wallack,f,0.98
David Franzoni,m,1.0
Jeremy Slater,m,1.0
Lewis Carroll,m,0.99
Alfred Gough,m,0.99
Constance Wu,f,0.99
Sonya Davison,f,0.99
Richard Griffiths,m,1.0
María Marull,f,0.99
Katie Jarvis,f,1.0
Jet Li,m,0.59
"Yannick Dahan, Benjamin Rocher",m,0.98
Edward Cannon,m,1.0
"Evan Goldberg, Seth Rogen",m,0.98
Jason Clarke,m,1.0
Gregory Hoblit,m,1.0
Erik Canuel,m,0.99
Harold Cronk,m,1.0
"Joachim Rønning, Espen Sandberg",m,1.0
Nick Hornby,m,0.99
Kan Shimozawa,m,0.81
Creighton Rothenberger,m,0.99
Catalina Sandino Moreno,f,0.99
Joshua Marston,m,1.0
Vincenzo Natali,m,1.0
Roald Dahl,m,1.0
Jon Hurwitz,m,0.99
Oscar Wilde,m,0.99
Rider Strong,m,0.98
Brandon Camp,m,1.0
Suzanne Collins,f,1.0
"Danny Boyle, Loveleen Tandan",m,0.96
T.S. Nowlin,f,0.5
Jean-Claude Donda,m,1.0
"Steve Martino, Mike Thurmeier",m,1.0
Stephen Hillenburg,m,1.0
Miranda July,f,0.98
Stephen Gaghan,m,1.0
Hugh Dancy,m,1.0
Brad Peyton,m,1.0
Chia-Lu Chang,u,0.0
Igor Legarreta,m,1.0
Pierluigi Marchionne,m,1.0
Samantha Morton,f,0.99
Gary Dauberman,m,1.0
Jocelyn Moorhouse,f,0.94
Tsuneo Kobayashi,m,1.0
Christina Hendricks,f,1.0
Don Jakoby,m,0.99
Jeff Anderson,m,1.0
F. Gary Gray,m,0.77
Lee Hall,m,0.75
Sara Takatsuki,f,0.98
Roger Towne,m,1.0
David Strathairn,m,1.0
T.J. Cimfel,m,0.96
Marion Bessay,f,0.97
Elizabeth Daily,f,1.0
Patrick Dempsey,m,1.0
Dave Donaldson,m,1.0
Carlos Saldanha,m,1.0
David Robert Mitchell,m,1.0
Neil Patrick Harris,m,1.0
Donna Murphy,f,1.0
Cressida Cowell,f,0.98
Lorene Scafaria,f,0.99
Yasutaka Tsutsui,m,1.0
Agnès Caffin,f,0.99
Melissa Mathison,f,1.0
Jeff Kahn,m,1.0
Randall Park,m,1.0
Dirk Denoyelle,m,1.0
Julia Garner,f,0.99
Khan Chan,m,0.93
William Davies,m,1.0
Lucy Liu,f,0.99
Bozhao Wang,m,0.89
Kiyoshi Kurosawa,m,0.98
Jessica Pressler,f,1.0
Stephen Graham,m,1.0
Pierce Gagnon,m,0.99
Michael Schwartz,m,1.0
Louise Bourgoin,f,0.99
Natalie Mendoza,f,1.0
Jenna Kanell,f,1.0
Penny Marshall,f,0.99
Julie Powell,f,0.99
Logan Miller,m,0.93
Karen Janszen,f,0.99
Oliver Hirschbiegel,m,0.99
Pascal Chaumeil,m,0.99
Ernst Umhauer,m,1.0
Ari Folman,m,0.65
Aline Brosh McKenna,f,0.99
JoJo,f,0.53
Keith Thompson,m,1.0
Erika Bók,f,1.0
Parkpoom Wongpoom,m,0.97
Kario Salem,m,0.78
Martin McDonagh,m,0.99
Bin Li,m,0.95
Cliff Curtis,m,1.0
Jean-Claude Donda,m,1.0
David Hyde Pierce,m,1.0
Peter Dexter,m,1.0
Steve Bencich,m,1.0
Neil Gaiman,m,1.0
Donald Margulies,m,1.0
Janel Parrish,f,0.97
Salman Khan,m,0.98
Steven Quale,m,1.0
Ghalya Lacroix,f,0.96
Ringo Lam,m,0.97
Gary Chapman,m,1.0
Ward Horton,m,0.77
Thomas Bo Larsen,m,1.0
Andrew Davies,m,1.0
Jonathan Hales,m,1.0
Malin Akerman,f,0.95
Sapphire,f,0.95
Susanna Fogel,f,0.99
Paul Walker,m,1.0
Juan José Campanella,m,0.99
Lena Dunham,f,0.99
Nicolas Cage,m,1.0
I. Gusti Ayu Puspawati,m,0.7
Spike Jonze,m,0.97
Tessa Thompson,f,1.0
Lubna Azabal,f,0.99
Roland Emmerich,m,1.0
Nicolas Winding Refn,m,1.0
Bill Corbett,m,1.0
George Northy,m,0.99
Nagnath S. Inamdar,m,0.95
Gracy Singh,f,0.99
Bodil Steensen-Leth,f,0.99
Dolores Fonzi,f,0.99
Paula Prentiss,f,0.99
Jean-François Richet,m,0.99
Amy Seimetz,f,0.99
Julian Morris,m,0.99
Uzodinma Iweala,m,0.83
Rajinikanth,m,0.96
Jee-woon Kim,u,0.0
Lauren Miller Rogen,f,0.99
Alan Bennett,m,1.0
Carrie Lee Wilson,f,1.0
Hilary Duff,f,0.85
Michael Connelly,m,1.0
Stephen Hunter,m,1.0
Maxim Gaudette,m,0.99
Pablo F. Fenjves,m,1.0
America Ferrera,f,0.91
Melissa Rosenberg,f,1.0
Gabriel Cowan,m,0.99
Michael Wallach,m,1.0
Tetsuya Nakashima,m,1.0
Richard Harris,m,1.0
Mike Mitchell,m,1.0
Tobin Bell,m,0.99
Philippa Boyens,f,1.0
Eddie Griffin,m,0.98
Juno Temple,m,0.64
Nahnatchka Khan,u,0.0
Gustavo Hernández,m,1.0
Vince Gilligan,m,0.99
Mary-Louise Parker,f,1.0
Chris McKay,m,0.91
Adam Wingard,m,0.98
James D. Solomon,m,1.0
Laurie Collyer,f,0.99
Sean Connery,m,1.0
Christina Applegate,f,1.0
Omar Naim,m,0.98
Desmond Harrington,m,0.99
Macon Blair,m,0.75
Pascal Laugier,m,0.99
Cristian Mungiu,m,0.99
W. Bruce Cameron,m,0.88
Baran bo Odar,m,0.92
Kerry Conran,f,0.79
Paula Garcés,f,0.99
Chris Bowman,m,0.91
Alan Rickman,m,1.0
Katherine Fugate,f,1.0
Evelyne de la Chenelière,f,0.99
P.L. Travers,m,0.75
Leo Chu,m,0.96
Matt Baglio,m,1.0
Ginnifer Goodwin,f,0.99
Lawrence D. Cohen,m,0.99
Rosemary Sutcliff,f,1.0
Marcos Efron,m,1.0
"Eric Leighton, Ralph Zondag",m,1.0
Jeff Nathanson,m,1.0
Emilia Fox,f,0.99
Hayden Schlossberg,m,0.91
Monika Mitchell,f,0.99
Xiaogang Feng,m,0.99
Lou Taylor Pucci,f,0.66
C. Jay Cox,m,0.71
Aaron Abrams,m,1.0
Christopher Bertolini,m,1.0
Alison Woods,f,0.98
Colin Clark,m,1.0
Paul Leyden,m,1.0
Michael Lander,m,1.0
Taiyô Matsumoto,f,1.0
Zsófia Psotta,f,1.0
Kerry Williamson,f,0.79
Dan Brown,m,0.99
"Yannick Dahan, Benjamin Rocher",m,0.98
Adrian Quinton,m,0.99
Edouard Baer,m,0.99
Won Bin,m,0.79
Kevin McKidd,m,1.0
Eleanor Wyld,f,1.0
Lillian Adams,f,1.0
Neil Patrick Harris,m,1.0
John Cleese,m,1.0
Shahid Kapoor,m,0.98
"Brian Klugman, Lee Sternthal",m,1.0
Murat Cemcir,m,0.98
Joby Harold,m,0.89
Michael Hoffman,m,1.0
Gabriele Salvatores,m,0.86
Eddie Griffin,m,0.98
Shameik Moore,m,0.73
Andrew Lanham,m,1.0
Michael Koskoff,m,1.0
Julianna Margulies,f,1.0
James L. White,m,1.0
Karl Mueller,m,0.99
Warren Lipka,m,1.0
Thomas Jane,m,1.0
William J. Locke,m,1.0
Joseph Gordon-Levitt,m,0.99
Gorô Miyazaki,m,0.96
Ulrich Mühe,m,0.99
David Iserson,m,1.0
Paz Vega,f,0.87
Jason Moore,m,1.0
Erik Per Sullivan,m,0.99
Garrison Keillor,m,0.99
Hidetoshi Nishijima,m,1.0
James Moran,m,1.0
Scott B. Smith,m,1.0
Joanne Harris,f,1.0
Amanda Bynes,f,1.0
Alison Lohman,f,0.98
Jerzy Kromolowski,m,0.99
Alyson Court,f,0.96
Monica Potter,f,1.0
"Frank Miller, Quentin Tarantino",m,1.0
John Rice,m,1.0
Dr. Seuss,u,0.0
Lane Hughes,m,0.63
Sebastian Schipper,m,1.0
Dan Scanlon,m,0.99
Joachim Trier,m,1.0
Lucas Black,m,0.99
Joe Dante,m,0.99
Courtney Bell,f,0.9
Carol Heikkinen,f,0.99
Randeep Hooda,m,0.95
Kate Ashfield,f,0.99
Quvenzhané Wallis,f,1.0
"Evan Goldberg, Seth Rogen",m,0.98
Adam B. Stein,m,0.98
Ian Mackenzie Jeffers,m,1.0
Rima Te Wiata,f,0.97
Aaron Ashmore,m,1.0
Sean Ellis,m,1.0
Miguel Arteta,m,1.0
Susan McMartin,f,1.0
Nitesh Tiwari,m,0.99
Craig Borten,m,1.0
Tom McGrath,m,0.99
Sterling K. Brown,m,0.91
Stephen Kendrick,m,1.0
Lucas Black,m,0.99
Adi Hasak,m,0.72
John Boyne,m,1.0
Oliver Hirschbiegel,m,0.99
Scott B. Smith,m,1.0
George MacKay,m,0.99
Hanif Kureishi,m,0.97
Larry Charles,m,1.0
Louis Mellis,m,0.99
"Eric Summer, Éric Warin",m,1.0
Brian Robbins,m,1.0
Emily Deschanel,f,1.0
Dave Sheridan,m,1.0
Yassine Zeroual,m,0.98
Jason Clarke,m,1.0
Sam Neill,m,0.9
Zack Stentz,m,0.99
Steve Feke,m,1.0
Willie,m,0.91
Gabriel Basso,m,0.99
Margaret Nagle,f,1.0
"Noel Clarke, Mark Davis",m,0.93
"Jonathan Milott, Cary Murnion",m,1.0
Francesc Albiol,m,0.98
Peter Ackerman,m,1.0
Karoline Herfurth,f,1.0
Ben Barnes,m,0.98
Misty Upham,f,0.99
Simon Kelton,m,0.99
Aaron Horvath,m,1.0
Michael Bacall,m,1.0
Ben Younger,m,0.98
Eoin Macken,m,1.0
Sebastián Lelio,m,0.99
Bero Beyer,f,0.69
Kangana Ranaut,f,0.76
Nick Tomnay,m,0.99
Julie Powell,f,0.99
Juston Street,m,1.0
Lindsey Haun,f,0.98
Bruce Geller,m,1.0
Peter Laird,m,1.0
Gillian Robespierre,f,0.99
Alan R. Cohen,m,1.0
Stephan James,m,1.0
Terry Crews,m,0.75
Benh Zeitlin,m,0.83
Beau Willimon,m,0.92
Mikki Daughtry,f,0.86
Gary Ross,m,1.0
Armie Hammer,f,0.93
Leonardo Sbaraglia,m,1.0
Jason Dohring,m,1.0
Cherie Currie,f,1.0
Krzysztof Majchrzak,m,1.0
Sruthi Hariharan,f,0.99
François Ozon,m,0.99
Robert Zemeckis,m,1.0
Jeff Garlin,m,1.0
Chris O'Donnell,m,0.91
Amitabh Bhattacharya,m,1.0
Brian Levant,m,1.0
Cobie Smulders,f,0.88
Christopher Kirby,m,1.0
Julia Dietze,f,0.99
Matilda Anna Ingrid Lutz,f,0.99
William Monahan,m,1.0
Milap Zaveri,m,0.97
Louis Ashbourne Serkis,m,0.99
William Mastrosimone,m,1.0
Fumihiko Takayama,m,0.99
Eliot Laurence,m,0.97
W. Earl Brown,m,0.88
Steve Oedekerk,m,1.0
Lee Daniels,m,0.75
Nikolaj Lie Kaas,m,1.0
Vakkantham Vamsi,u,0.0
Oprah Winfrey,f,0.93
Salma Hayek,f,0.95
David Grovic,m,1.0
Mark Ruffalo,m,1.0
"Greg Tiernan, Conrad Vernon",m,1.0
Malin Akerman,f,0.95
Eugene Levy,m,0.99
Leticia Jimenez,f,0.99
Johnny Dawkins,m,0.99
Michael Douglas,m,1.0
Amanda Brown,f,1.0
Gabourey Sidibe,f,1.0
Adam Brody,m,0.98
Samuel Maoz,m,0.99
Vincent Cassel,m,0.99
David Cross,m,1.0
Michele Placido,f,0.54
Earl E. Smith,m,0.99
Heather Hach,f,1.0
Katherine Fugate,f,1.0
Richard Graham,m,1.0
Bruno Ganz,m,1.0
John Mister,m,1.0
Allison Dawn Doiron,f,0.99
Tommy Wirkola,m,0.99
Jasmine Trinca,f,0.99
Naseeruddin Shah,m,0.99
Jacques Davidts,m,0.99
Mimi Leder,f,0.92
Terence Davies,m,1.0
Selma Blair,f,0.99
Kevin Williamson,m,1.0
Kevin Connolly,m,1.0
Nicholas Tucci,m,1.0
Ronald Zehrfeld,m,1.0
Tilda Swinton,f,0.99
Cressida Cowell,f,0.98
John Rafter Lee,m,1.0
Robb Cullen,m,1.0
Jon Favreau,m,0.99
Rocki DuCharme,m,0.91
Craig Borten,m,1.0
Jess Willard,m,0.59
Minka Kelly,f,0.95
Brian Helgeland,m,1.0
Jeff Garlin,m,1.0
Sylvia Nasar,f,1.0
M. Night Shyamalan,m,0.59
Shaun Thomas,m,0.98
Kenneth Lonergan,m,1.0
Annette Bening,f,1.0
Herman Yau,m,0.99
Tanika Lonesborough,f,1.0
Mitchell Lichtenstein,m,0.99
"Pierre Coffin, Chris Renaud",m,0.99
H.G. Wells,m,1.0
Harry Kerrigan,m,0.99
Thaddeus O'Sullivan,m,1.0
Cameron Bright,m,0.94
Johanna Sinisalo,f,0.99
Daniel Nettheim,m,0.99
Steve Kloves,m,1.0
Hal B. Klein,m,0.96
Pearse Elliott,m,0.99
Jennifer Weiner,f,1.0
Noga Landau,f,0.96
Chizuru Ikewaki,f,0.9
Lisa Cholodenko,f,1.0
Camilla Belle,f,1.0
Joon Lee,m,0.87
Jessica De Gouw,f,1.0
Thomas Arnold,m,1.0
Tom J. Astle,m,0.99
Dong-hyuk Hwang,m,1.0
Matthew Michael Carnahan,m,1.0
Ronald D. Moore,m,1.0
Kaya Scodelario,m,0.77
Sean Biggerstaff,m,1.0
Liz Hannah,f,1.0
Edward Asner,m,1.0
Arun Prabhu Purushothaman,m,0.99
Marla Frazee,f,1.0
Steve Ditko,m,1.0
Marc Meyers,m,1.0
Peter O'Toole,m,1.0
Tobias Lindholm,m,1.0
Rhys Ifans,m,0.99
Garth Stein,m,1.0
Racheal Ofori,f,0.99
Jessica Biel,f,1.0
Jonathan Kasdan,m,1.0
Mark Amin,m,1.0
Peter S. Seaman,m,1.0
Christopher Morris,m,1.0
Brendan Moore,m,1.0
Javier Cámara,m,1.0
Ailidh Mackay,f,1.0
Pepita Emmerichs,f,0.95
Mike Birbiglia,m,1.0
Toa Fraser,m,0.74
Jennifer Carpenter,f,1.0
Oren Peli,m,0.97
Mark Herman,m,1.0
Mickey Rapkin,m,0.77
Robert Redford,m,1.0
Don Winslow,m,0.99
Carol Fuchs,f,0.99
Keith Thompson,m,1.0
Mataichirô Yamamoto,m,1.0
Keira Knightley,f,0.99
Merab Ninidze,f,0.64
Dan Schneider,m,0.99
Tony Ka Fai Leung,m,0.99
Rory Kinnear,m,0.82
Kathryn Stockett,f,1.0
Brianne Davis,f,1.0
"Jill Culton, Todd Wilderman",f,1.0
Eric Stonestreet,m,1.0
Gregg Araki,m,1.0
Jungmi Oh,f,0.96
Mark Hamill,m,1.0
Dan Hernandez,m,0.99
Ellar Coltrane,f,0.94
Josh Trank,m,1.0
Cormac McCarthy,m,1.0
Rorke Denver,m,0.98
Ambrosia Kelley,f,0.97
Hero Fiennes Tiffin,m,0.91
Miles Chapman,m,0.95
Gerard Stembridge,m,0.99
Anthony Hines,m,1.0
Matthew Sand,m,1.0
Jeff Kahn,m,1.0
Meher Vij,m,0.88
Eric Brevig,m,1.0
McG,m,0.66
Julie Benz,f,0.99
Jiao Xu,f,0.78
Gareth Evans,m,1.0
Zachary Donohue,m,1.0
Darren Paul Fisher,m,1.0
Benicio Del Toro,m,0.99
Paul Yurick,m,1.0
Markéta Irglová,f,1.0
Nikolaj Lie Kaas,m,1.0
Jarrett Bruno,m,1.0
Josh Miller,m,1.0
Hans Ingemansson,m,0.99
Angus Imrie,m,0.98
William Giraldi,m,1.0
Alfonso Cuarón,m,0.99
Shawn Schepps,m,0.94
Sonakshi Sinha,f,0.99
Chris Rock,m,0.91
Noah Wiseman,m,0.97
Jay Longino,m,0.97
Daniel Pennac,m,0.99
Keenen Ivory Wayans,m,0.99
Mckenna Grace,f,0.99
Rowan Atkinson,f,0.54
Henry Goodman,m,0.99
Jeremy Slater,m,1.0
Ellen Furman,f,1.0
Giuseppe Sulfaro,m,0.99
Rooney Mara,m,0.91
Rudy Youngblood,m,0.98
Sébastien Japrisot,m,1.0
"Zach Lipovsky, Adam B. Stein",m,1.0
Richard Speight Jr.,m,1.0
Amma Asante,f,0.82
Omar Sy,m,0.98
T.J. Cimfel,m,0.96
Jay Martel,m,0.97
Anna Boden,f,0.99
"Vincent Paronnaud, Marjane Satrapi",m,0.99
Elliot Cowan,m,0.98
Nick Flynn,m,0.99
Garrett Hedlund,m,1.0
Ang Phula Sherpa,m,0.7
David Branson Smith,m,1.0
Richard Yates,m,1.0
Rosie Traynor,f,1.0
Merryn Pearse,f,0.99
Graham Moore,m,1.0
Jean-Christophe Grangé,m,1.0
Erin Kelly,f,0.99
Thomas Mann,m,1.0
Kiah Roache-Turner,f,0.87
Carrie-Anne Moss,f,1.0
"Duke Johnson, Charlie Kaufman",m,0.98
Carl Lund,m,1.0
Chan-wook Park,m,1.0
Ted Danson,m,1.0
Molly Hagan,f,0.99
"Stephen Hillenburg, Mark Osborne",m,1.0
Sasha Lane,f,0.59
Oksana Akinshina,f,0.99
Tim Fehlbaum,m,1.0
Judi Dench,f,0.98
Jonathan Frank,m,1.0
Masahiro Motoki,m,1.0
Craig W. Sanger,m,1.0
Sergio Pablos,m,1.0
Rodrigo De la Serna,m,1.0
Diane Keaton,f,1.0
Karen Disher,f,0.99
Joel Anderson,m,0.99
Roger Barclay,m,1.0
Kumiko Asô,f,0.99
Jon S. Baird,m,0.99
Kathryn Newton,f,1.0
Christopher L. Yost,m,1.0
Damon Wayans,m,1.0
Evgenia Peretz,f,0.99
Ryan Murphy,m,0.99
Maggie Q,f,1.0
Lissa Evans,f,0.99
Marc Evans,m,1.0
Lena Headey,f,0.99
John Magaro,m,1.0
Veronica Cartwright,f,1.0
Ki Hong Lee,m,0.64
Chris Rock,m,0.91
Tom Wilkinson,m,0.99
Carlos Amezcua,m,1.0
Ronnie Del Carmen,m,0.92
Dennie Gordon,m,0.88
Todd Louiso,m,1.0
William Nicholson,m,1.0
Hitomi Kuroki,f,0.99
William Dick,m,1.0
Piers Ashworth,m,0.99
Xavier Atkins,m,0.99
Ryan O Roy,m,0.99
Steve Austin,m,1.0
Desiree Akhavan,f,1.0
"Lee Unkrich, Adrian Molina",m,0.75
Ramon Rodriguez,m,0.99
Wolfgang Becker,m,1.0
Max Minghella,m,0.99
Nikolaj Coster-Waldau,m,1.0
Jimmy Smits,m,0.99
Ben Coccio,m,0.98
Nathan Parker,m,1.0
Will Gluck,m,0.99
Anthony Yerkovich,m,1.0
Sam Taylor-Johnson,m,0.9
Brian Gray,m,1.0
Elisabeth Moss,f,1.0
Skylar Astin,f,0.65
Cory Edwards,m,0.86
Lawrence Kasdan,m,0.99
David Huband,m,1.0
Ronnie Christensen,m,0.92
Paul Mercier,m,1.0
Paul King,m,1.0
Kathryn Bigelow,f,1.0
Kirsten Smith,f,0.99
"Kelly Asbury, Lorna Cook",f,0.91
Dev Patel,m,0.98
Jeff Wadlow,m,1.0
Michelle Williams,f,1.0
J. Mackye Gruber,m,0.88
